,one,two,three,four,five,six,seven,eight,nine,label
944,RPB2_YEAST,0.34,0.48,0.47,0.19,0.5,0.0,0.5,0.3,positive
945,RPB3_YEAST,0.54,0.57,0.55,0.18,0.5,0.0,0.5,0.22,positive
946,RPB4_YEAST,0.38,0.44,0.55,0.44,0.5,0.0,0.47,0.51,positive
947,RPB5_YEAST,0.4,0.3,0.57,0.13,0.5,0.0,0.46,0.22,positive
948,RPB6_YEAST,0.27,0.31,0.55,0.13,0.5,0.0,0.5,0.22,positive
949,RPB7_YEAST,0.52,0.46,0.56,0.25,0.5,0.0,0.52,0.22,positive
950,RPB8_YEAST,0.44,0.5,0.55,0.24,0.5,0.0,0.48,0.22,positive
951,RPB9_YEAST,0.34,0.47,0.48,0.32,0.5,0.0,0.42,0.22,positive
952,RPCX_YEAST,0.5,0.56,0.63,0.25,0.5,0.0,0.42,0.22,positive
953,RPC2_YEAST,0.46,0.53,0.47,0.37,0.5,0.0,0.51,0.36,positive
954,RPC9_YEAST,0.31,0.6,0.65,0.18,0.5,0.0,0.46,0.22,positive
955,RPC8_YEAST,0.57,0.42,0.63,0.22,0.5,0.0,0.68,0.32,positive
956,RPC6_YEAST,0.37,0.45,0.53,0.14,0.5,0.0,0.49,0.22,positive
957,RPC5_YEAST,0.38,0.38,0.54,0.24,0.5,0.0,0.54,0.22,positive
958,RPC4_YEAST,0.36,0.49,0.55,0.21,0.5,0.0,0.55,0.33,positive
959,RPC3_YEAST,0.29,0.4,0.5,0.16,0.5,0.0,0.51,0.34,positive
960,RPD3_YEAST,0.37,0.3,0.51,0.15,0.5,0.0,0.58,0.26,positive
1002,RPB1_YEAST,0.44,0.62,0.53,0.27,0.5,0.0,0.49,0.22,positive
1003,RPC1_YEAST,0.56,0.61,0.52,0.19,0.5,0.0,0.52,0.32,positive
1028,RRN6_YEAST,0.6,0.57,0.52,0.14,0.5,0.0,0.46,0.48,positive
1029,RRN7_YEAST,0.42,0.38,0.52,0.29,0.5,0.0,0.42,0.22,positive
1030,RTG1_YEAST,0.41,0.46,0.58,0.08,0.5,0.0,0.51,0.28,positive
1043,S160_YEAST,0.46,0.49,0.55,0.18,0.5,0.0,0.56,0.22,positive
1079,SEN1_YEAST,0.47,0.37,0.46,0.28,0.5,0.0,0.52,0.99,positive
1080,SEN2_YEAST,0.48,0.5,0.47,0.29,0.5,0.0,0.46,0.27,positive
1082,SFL1_YEAST,0.49,0.49,0.52,0.18,0.5,0.0,0.51,0.25,positive
1083,SFP1_YEAST,0.54,0.59,0.57,0.34,0.5,0.0,0.49,0.22,positive
1084,AMYG_YEAST,0.7,0.78,0.53,0.24,0.5,0.0,0.48,0.22,negative
1091,NOT4_YEAST,0.47,0.44,0.53,0.18,0.5,0.0,0.47,0.29,positive
1092,SIN3_YEAST,0.4,0.49,0.53,0.23,0.5,0.0,0.44,0.26,positive
1093,SIN4_YEAST,0.45,0.65,0.51,0.17,0.5,0.0,0.49,0.22,positive
1094,SIP2_YEAST,0.42,0.42,0.55,0.31,0.5,0.0,0.43,0.22,positive
1095,SIR1_YEAST,0.45,0.41,0.53,0.49,0.5,0.0,0.49,0.31,positive
1096,SIR2_YEAST,0.42,0.28,0.49,0.22,0.5,0.0,0.55,0.34,positive
1097,SIR3_YEAST,0.47,0.5,0.47,0.22,0.5,0.0,0.53,0.45,positive
1098,SIR4_YEAST,0.33,0.42,0.55,0.23,0.5,0.0,0.52,0.43,positive
1100,SIS2_YEAST,0.37,0.47,0.49,0.12,0.5,0.0,0.47,0.31,positive
1101,SKI3_YEAST,0.32,0.6,0.48,0.13,0.5,0.0,0.53,0.22,positive
1103,SKN7_YEAST,0.46,0.56,0.56,0.25,0.5,0.0,0.43,0.22,positive
1104,SKO1_YEAST,0.47,0.55,0.57,0.17,0.5,0.0,0.52,0.66,positive
1109,SLU7_YEAST,0.19,0.16,0.68,0.36,0.5,0.0,0.49,0.21,positive
1112,SMC1_YEAST,0.47,0.56,0.51,0.2,0.5,0.0,0.52,0.59,positive
1113,SMC2_YEAST,0.4,0.75,0.44,0.12,0.5,0.0,0.49,0.22,positive
1114,SMD1_YEAST,0.48,0.55,0.58,0.18,0.5,0.0,0.38,0.69,positive
1122,SNF2_YEAST,0.33,0.47,0.55,0.24,0.5,0.0,0.45,0.67,positive
1125,SNF5_YEAST,0.66,0.43,0.57,0.6,0.5,0.0,0.19,0.33,positive
1126,SNF6_YEAST,0.55,0.4,0.62,0.22,0.5,0.0,0.37,0.28,positive
1127,RU17_YEAST,0.33,0.46,0.6,0.18,0.5,0.0,0.51,0.26,positive
1128,SNP2_YEAST,0.51,0.5,0.54,0.11,0.5,0.0,0.6,0.22,positive
1129,YBC6_YEAST,0.54,0.6,0.57,0.17,0.5,0.0,0.44,0.22,positive
1133,SOF1_YEAST,0.36,0.32,0.55,0.27,0.5,0.0,0.47,0.43,positive
1134,SOK1_YEAST,0.46,0.41,0.45,0.23,0.5,0.0,0.48,0.22,positive
1135,SON1_YEAST,0.4,0.39,0.6,0.23,0.5,0.0,0.52,0.31,positive
1139,SPB4_YEAST,0.57,0.55,0.51,0.18,0.5,0.0,0.51,0.43,positive
1140,SPK1_YEAST,0.44,0.43,0.46,0.28,0.5,0.0,0.45,0.29,positive
1141,SP11_YEAST,0.46,0.5,0.5,0.28,0.5,0.0,0.5,0.37,positive
1144,SX18_YEAST,0.38,0.58,0.46,0.21,0.5,0.0,0.52,0.22,positive
1146,SP10_YEAST,0.27,0.46,0.52,0.17,0.5,0.0,0.49,0.44,positive
1147,SP14_YEAST,0.52,0.45,0.45,0.13,0.5,0.0,0.48,0.22,positive
1148,TF2D_YEAST,0.37,0.29,0.45,0.15,0.5,0.0,0.49,0.22,positive
1149,SPT2_YEAST,0.37,0.48,0.67,0.37,0.5,0.0,0.56,0.62,positive
1150,SP21_YEAST,0.44,0.59,0.54,0.18,0.5,0.0,0.49,0.22,positive
1151,SP23_YEAST,0.48,0.65,0.36,0.24,0.5,0.0,0.54,0.31,positive
1152,SPT3_YEAST,0.59,0.49,0.45,0.22,0.5,0.0,0.45,0.31,positive
1153,SPT4_YEAST,0.73,0.52,0.59,0.25,0.5,0.0,0.51,0.22,positive
1154,SPT5_YEAST,0.5,0.43,0.5,0.17,0.5,0.0,0.46,0.47,positive
1155,SPT6_YEAST,0.23,0.13,0.51,0.16,0.5,0.0,0.53,0.51,positive
1156,SPT7_YEAST,0.49,0.6,0.54,0.35,0.5,0.0,0.53,0.46,positive
1157,SPT8_YEAST,0.52,0.31,0.56,0.16,0.5,0.0,0.55,0.22,positive
1158,SRB2_YEAST,0.49,0.48,0.51,0.21,0.5,0.0,0.53,0.22,positive
1159,SRB4_YEAST,0.49,0.6,0.42,0.18,0.5,0.0,0.58,0.28,positive
1160,SRB5_YEAST,0.6,0.62,0.54,0.11,0.5,0.0,0.51,0.22,positive
1161,SRB6_YEAST,0.55,0.47,0.53,0.2,0.5,0.0,0.4,0.22,positive
1162,SCA1_YEAST,0.47,0.32,0.51,0.24,0.5,0.0,0.54,0.27,positive
1163,SRD1_YEAST,0.53,0.25,0.59,0.27,0.5,0.0,0.45,0.26,positive
1164,RCC_YEAST,0.31,0.5,0.54,0.32,0.5,0.0,0.53,0.31,positive
1165,SRPI_YEAST,0.25,0.33,0.48,0.18,0.5,0.0,0.42,0.33,positive
1178,SSB1_YEAST,0.44,0.39,0.63,0.11,0.5,0.0,0.49,0.26,positive
1181,RA25_YEAST,0.38,0.42,0.47,0.12,0.5,0.0,0.47,0.53,positive
1182,SSN6_YEAST,0.19,0.66,0.6,0.14,0.5,0.0,0.2,0.25,positive
1189,ST12_YEAST,0.38,0.51,0.56,0.21,0.5,0.0,0.48,0.31,positive
1197,STE5_YEAST,0.45,0.57,0.52,0.21,0.5,0.0,0.54,0.38,positive
1201,STH1_YEAST,0.66,0.65,0.53,0.17,0.5,0.0,0.47,0.66,positive
1203,STP1_YEAST,0.48,0.54,0.56,0.29,0.5,0.0,0.51,0.43,positive
1205,STV1_YEAST,0.58,0.43,0.32,0.11,0.5,0.0,0.49,0.22,negative
1206,TF2B_YEAST,0.58,0.64,0.42,0.3,0.5,0.0,0.54,0.22,positive
1210,SUG1_YEAST,0.58,0.37,0.58,0.16,0.5,0.0,0.51,0.22,positive
1220,ADR6_YEAST,0.48,0.17,0.37,0.33,0.5,0.0,0.44,0.36,positive
1221,SWI3_YEAST,0.47,0.47,0.5,0.19,0.5,0.0,0.51,0.26,positive
1222,SWI4_YEAST,0.55,0.38,0.52,0.16,0.5,0.0,0.49,0.64,positive
1223,SWI5_YEAST,0.41,0.39,0.61,0.17,0.5,0.0,0.5,0.61,positive
1224,SWI6_YEAST,0.41,0.56,0.53,0.16,0.5,0.0,0.55,0.26,positive
1229,TBF1_YEAST,0.44,0.65,0.49,0.16,0.5,0.0,0.48,0.31,positive
1240,TF3B_YEAST,0.49,0.51,0.52,0.13,0.5,0.0,0.51,0.33,positive
1241,TEC1_YEAST,0.45,0.4,0.56,0.15,0.5,0.0,0.52,0.22,positive
1246,T2EA_YEAST,0.55,0.79,0.45,0.25,0.5,0.0,0.51,0.22,positive
1247,YK42_YEAST,0.58,0.51,0.63,0.2,0.5,0.0,0.5,0.42,positive
1248,TFB1_YEAST,0.63,0.58,0.57,0.1,0.5,0.0,0.52,0.33,positive
1249,TFC1_YEAST,0.54,0.67,0.56,0.15,0.5,0.0,0.57,0.33,positive
1250,TF3A_YEAST,0.41,0.59,0.65,0.14,0.5,0.0,0.49,0.33,positive
1251,TFC3_YEAST,0.47,0.38,0.5,0.15,0.5,0.0,0.49,0.47,positive
1252,TFC4_YEAST,0.33,0.17,0.52,0.13,0.5,0.0,0.51,0.75,positive
1271,TYSY_YEAST,0.47,0.46,0.53,0.12,0.5,0.0,0.51,0.25,positive
1272,TOA1_YEAST,0.57,0.29,0.63,0.22,0.5,0.0,0.49,0.27,positive
1273,TOA2_YEAST,0.52,0.49,0.59,0.21,0.5,0.0,0.47,0.22,positive
1274,TOP1_YEAST,0.41,0.42,0.53,0.17,0.5,0.0,0.48,0.58,positive
1275,TOP2_YEAST,0.45,0.36,0.5,0.19,0.5,0.0,0.53,0.7,positive
1276,TOP3_YEAST,0.53,0.51,0.54,0.21,0.5,0.0,0.45,0.22,positive
1277,TOR2_YEAST,0.49,0.5,0.42,0.43,0.5,0.0,0.5,0.36,negative
1289,TRNL_YEAST,0.49,0.38,0.49,0.15,0.5,0.0,0.53,0.25,positive
1298,TSM1_YEAST,0.5,0.5,0.48,0.34,0.5,0.0,0.52,0.27,positive
1305,TUP1_YEAST,0.5,0.43,0.56,0.17,0.5,0.0,0.35,0.22,positive
1306,TYE7_YEAST,0.36,0.52,0.61,0.33,0.5,0.0,0.52,0.37,positive
1319,UGA3_YEAST,0.49,0.36,0.47,0.28,0.5,0.0,0.56,0.54,positive
1321,UME5_YEAST,0.34,0.42,0.48,0.19,0.5,0.0,0.46,0.31,positive
1322,UME6_YEAST,0.6,0.57,0.63,0.22,0.5,0.0,0.5,0.49,positive
1323,UNG_YEAST,0.53,0.44,0.54,0.52,0.5,0.0,0.49,0.38,positive
1325,PYR1_YEAST,0.56,0.49,0.47,0.13,0.5,0.0,0.52,0.22,positive
1330,YEU2_YEAST,0.55,0.49,0.6,0.18,0.5,0.0,0.51,0.22,positive
1331,VAC1_YEAST,0.55,0.44,0.5,0.09,0.5,0.0,0.55,0.22,negative
1334,VATA_YEAST,0.36,0.51,0.51,0.17,0.5,0.0,0.52,0.22,negative
1335,VM11_YEAST,0.68,0.68,0.35,0.16,0.5,0.0,0.62,0.22,negative
1336,VATB_YEAST,0.44,0.35,0.55,0.14,0.5,0.0,0.52,0.22,negative
1337,VATL_YEAST,0.73,0.59,0.35,0.15,0.5,0.0,0.54,0.22,negative
1338,VATE_YEAST,0.6,0.37,0.52,0.15,0.5,0.0,0.55,0.26,negative
1339,VATC_YEAST,0.64,0.61,0.56,0.15,0.5,0.0,0.54,0.22,negative
1340,VATX_YEAST,0.48,0.58,0.58,0.12,0.5,0.0,0.49,0.22,negative
1341,VATF_YEAST,0.65,0.58,0.53,0.21,0.5,0.0,0.51,0.22,negative
1342,VATD_YEAST,0.48,0.49,0.49,0.26,0.5,0.0,0.39,0.27,negative
1343,VPH1_YEAST,0.57,0.54,0.32,0.15,0.5,0.0,0.52,0.25,negative
1344,VM12_YEAST,0.4,0.36,0.32,0.16,0.5,0.0,0.51,0.27,negative
1351,VP34_YEAST,0.57,0.47,0.48,0.17,0.5,0.0,0.52,0.26,negative
1355,XRS2_YEAST,0.64,0.56,0.52,0.17,0.5,0.0,0.54,0.47,positive
1359,YAB9_YEAST,0.4,0.45,0.45,0.15,0.5,0.0,0.53,0.48,positive
1362,YAF1_YEAST,0.45,0.51,0.43,0.22,0.5,0.0,0.57,0.22,positive
1366,PDR4_YEAST,0.57,0.53,0.6,0.28,0.5,0.0,0.52,0.45,positive
1374,YBC4_YEAST,0.32,0.3,0.57,0.38,0.5,0.0,0.5,0.25,positive
1376,YBG6_YEAST,0.28,0.41,0.46,0.18,0.5,0.0,0.47,0.39,positive
1382,YB00_YEAST,0.25,0.41,0.47,0.14,0.5,0.0,0.56,0.68,positive
1384,YB32_YEAST,0.4,0.44,0.47,0.25,0.5,0.0,0.54,0.56,positive
1387,YB48_YEAST,0.29,0.39,0.46,0.36,0.5,0.0,0.51,0.22,positive
1409,YCW2_YEAST,0.54,0.54,0.56,0.18,0.5,0.0,0.46,0.29,positive
1412,YCZ6_YEAST,0.58,0.44,0.45,0.32,0.5,0.0,0.52,0.37,positive
1418,YE14_YEAST,0.4,0.4,0.44,0.37,0.5,0.0,0.53,0.25,positive
1422,YHA9_YEAST,0.47,0.4,0.63,0.19,0.5,0.0,0.52,0.32,positive
1425,RIMI_YEAST,0.33,0.38,0.47,0.14,0.5,0.0,0.51,0.47,positive
1435,YHP0_YEAST,0.38,0.44,0.57,0.14,0.5,0.0,0.53,0.52,positive
1441,YHX8_YEAST,0.4,0.43,0.49,0.17,0.5,0.0,0.51,0.36,positive
1447,YIG3_YEAST,0.34,0.24,0.51,0.15,0.5,0.0,0.54,0.4,positive
1448,YIN0_YEAST,0.35,0.29,0.46,0.14,0.5,0.0,0.54,0.66,positive
1451,YKJ5_YEAST,0.36,0.48,0.61,0.26,0.5,0.0,0.5,0.16,positive
1452,YKA5_YEAST,0.41,0.25,0.59,0.44,0.5,0.0,0.6,0.69,positive
1454,MAOX_YEAST,0.57,0.59,0.49,0.86,0.5,0.0,0.47,0.22,positive
1455,YKD8_YEAST,0.38,0.4,0.39,0.19,0.5,0.0,0.46,0.62,positive
1463,YKW2_YEAST,0.41,0.47,0.5,0.14,0.5,0.0,0.53,0.37,positive
1464,YKY8_YEAST,0.25,0.4,0.52,0.15,0.5,0.0,0.56,0.28,positive
1465,YK44_YEAST,0.58,0.56,0.38,0.39,0.5,0.0,0.54,0.57,positive
1472,YOX1_YEAST,0.59,0.67,0.54,0.19,0.5,0.0,0.48,0.6,positive
1480,ZIP1_YEAST,0.47,0.43,0.61,0.4,0.5,0.0,0.48,0.47,positive
1482,ZUO1_YEAST,0.43,0.4,0.6,0.16,0.5,0.0,0.53,0.39,positive
