,one,two,three,four,five,six,seven,eight,nine,label
292,ERG2_YEAST,0.92,0.61,0.4,0.22,0.5,0.0,0.54,0.22,Positive
293,FPPS_YEAST,0.55,0.56,0.45,0.14,0.5,0.0,0.54,0.22,Positive
294,ER24_YEAST,0.63,0.61,0.41,0.22,0.5,0.0,0.51,0.22,Positive
295,ERG3_YEAST,0.58,0.53,0.38,0.18,0.5,0.0,0.52,0.22,Positive
296,ERG4_YEAST,0.36,0.46,0.43,0.19,0.5,0.0,0.48,0.22,Positive
297,ERG6_YEAST,0.32,0.47,0.55,0.12,0.5,0.0,0.52,0.22,Positive
298,ERG7_YEAST,0.34,0.38,0.45,0.19,0.5,0.0,0.51,0.22,Positive
299,ERG8_YEAST,0.62,0.58,0.46,0.13,0.5,0.0,0.53,0.22,Positive
300,FDFT_YEAST,0.53,0.68,0.42,0.19,0.5,0.0,0.53,0.22,Positive
301,ERS1_YEAST,0.73,0.55,0.41,0.16,0.5,0.0,0.46,0.22,Positive
302,ESP1_YEAST,0.55,0.46,0.46,0.31,0.5,0.0,0.58,0.48,Positive
303,EST1_YEAST,0.35,0.6,0.47,0.13,0.5,0.0,0.52,0.43,Positive
304,EUG1_YEAST,0.77,0.8,0.51,0.4,1.0,0.0,0.54,0.22,Positive
305,EXG1_YEAST,0.77,0.87,0.47,0.37,0.5,0.0,0.48,0.22,Negative
306,LCF2_YEAST,0.35,0.46,0.49,0.15,1.0,0.0,0.55,0.35,Positive
307,FAD1_YEAST,0.43,0.51,0.48,0.14,0.5,0.0,0.5,0.22,Positive
308,FAS1_YEAST,0.57,0.61,0.45,0.26,0.5,0.0,0.5,0.22,Positive
309,FAS2_YEAST,0.63,0.62,0.42,0.12,0.5,0.0,0.52,0.25,Positive
310,COAC_YEAST,0.25,0.4,0.51,0.18,0.5,0.0,0.5,0.27,Positive
311,ALF_YEAST,0.56,0.62,0.53,0.24,0.5,0.0,0.57,0.22,Positive
312,F16P_YEAST,0.58,0.6,0.51,0.24,0.5,0.0,0.53,0.22,Positive
313,F26_YEAST,0.71,0.59,0.53,0.15,0.5,0.0,0.49,0.33,Positive
314,FCY2_YEAST,0.46,0.35,0.33,0.17,0.5,0.0,0.55,0.22,Positive
315,FET3_YEAST,0.54,0.55,0.42,0.22,0.5,0.0,0.48,0.22,Positive
316,FET4_YEAST,0.39,0.44,0.28,0.12,0.5,0.0,0.46,0.27,Positive
317,FHL1_YEAST,0.33,0.44,0.49,0.08,0.5,0.0,0.48,0.49,Positive
318,FLO1_YEAST,0.81,0.82,0.41,0.36,0.5,0.0,0.39,0.22,Negative
319,FOX2_YEAST,0.69,0.6,0.51,0.13,0.5,0.83,0.52,0.22,Positive
320,THIK_YEAST,0.46,0.48,0.44,0.21,0.5,0.0,0.55,0.22,Positive
321,FKBP_YEAST,0.35,0.36,0.57,0.17,0.5,0.0,0.52,0.22,Positive
322,FKB2_YEAST,0.74,0.72,0.47,0.25,0.5,0.0,0.57,0.22,Positive
323,FKB3_YEAST,0.54,0.57,0.52,0.19,0.5,0.0,0.59,0.67,Positive
324,FPS1_YEAST,0.42,0.52,0.4,0.17,0.5,0.0,0.5,0.26,Positive
325,FRE1_YEAST,0.91,0.77,0.34,0.47,0.5,0.0,0.52,0.31,Positive
326,YKW0_YEAST,0.81,0.9,0.39,0.41,0.5,0.0,0.53,0.22,Positive
327,SYFA_YEAST,0.45,0.4,0.56,0.14,0.5,0.0,0.54,0.22,Positive
328,SYFB_YEAST,0.47,0.47,0.58,0.16,0.5,0.0,0.49,0.28,Positive
329,FUMH_YEAST,0.41,0.39,0.51,0.52,0.5,0.0,0.49,0.22,Positive
330,FU34_YEAST,0.37,0.34,0.32,0.22,0.5,0.0,0.56,0.22,Positive
331,FUR1_YEAST,0.69,0.6,0.5,0.31,0.5,0.0,0.55,0.22,Positive
332,FUR4_YEAST,0.35,0.56,0.36,0.3,0.5,0.0,0.53,0.25,Positive
333,FUS1_YEAST,0.84,0.66,0.36,0.78,0.5,0.0,0.49,0.5,Positive
334,FUS3_YEAST,0.51,0.58,0.54,0.29,0.5,0.0,0.53,0.22,Positive
335,FZF1_YEAST,0.37,0.43,0.62,0.27,0.5,0.0,0.48,0.22,Positive
336,GAC1_YEAST,0.55,0.66,0.57,0.32,0.5,0.0,0.57,0.34,Positive
337,GAL1_YEAST,0.48,0.35,0.42,0.21,0.5,0.0,0.57,0.22,Positive
338,GALX_YEAST,0.62,0.58,0.52,0.15,0.5,0.0,0.52,0.29,Positive
339,GALY_YEAST,0.56,0.59,0.53,0.16,0.5,0.0,0.24,0.42,Positive
340,GAL2_YEAST,0.44,0.51,0.37,0.15,0.5,0.0,0.51,0.22,Positive
341,GAL4_YEAST,0.44,0.44,0.49,0.15,0.5,0.0,0.46,0.27,Positive
342,GAL7_YEAST,0.5,0.5,0.48,0.17,0.5,0.0,0.47,0.26,Positive
343,GAL8_YEAST,0.6,0.6,0.49,0.3,0.5,0.0,0.53,0.22,Positive
344,GAP1_YEAST,0.49,0.46,0.34,0.21,0.5,0.0,0.55,0.22,Positive
345,GAR1_YEAST,0.35,0.68,0.57,0.4,0.5,0.0,0.53,0.36,Positive
346,GAS1_YEAST,0.7,0.69,0.43,0.33,0.5,0.0,0.58,0.22,Positive
347,GBP2_YEAST,0.23,0.3,0.58,0.22,0.5,0.0,0.48,0.27,Positive
348,E2BG_YEAST,0.45,0.42,0.52,0.2,0.5,0.0,0.5,0.25,Positive
349,IF2G_YEAST,0.51,0.35,0.46,0.15,0.5,0.0,0.51,0.42,Positive
350,E2BD_YEAST,0.42,0.39,0.47,0.13,0.5,0.0,0.5,0.27,Positive
351,E2BE_YEAST,0.32,0.38,0.52,0.2,0.5,0.0,0.52,0.28,Positive
352,E2BB_YEAST,0.59,0.65,0.52,0.3,0.5,0.0,0.46,0.31,Positive
353,GCN1_YEAST,0.41,0.52,0.41,0.11,0.5,0.0,0.54,0.35,Positive
354,GCN2_YEAST,0.37,0.33,0.5,0.12,0.5,0.0,0.51,0.54,Positive
355,E2BA_YEAST,0.45,0.56,0.49,0.17,0.5,0.0,0.52,0.22,Positive
356,GCN4_YEAST,0.56,0.54,0.59,0.14,0.5,0.0,0.52,0.27,Positive
357,GCN5_YEAST,0.31,0.31,0.54,0.18,0.5,0.0,0.52,0.29,Positive
358,GCR1_YEAST,0.27,0.51,0.47,0.35,0.5,0.0,0.49,0.28,Positive
359,GCR2_YEAST,0.54,0.56,0.57,0.18,0.5,0.0,0.45,0.25,Positive
360,GCR3_YEAST,0.17,0.38,0.45,0.09,0.5,0.0,0.54,0.27,Positive
361,GCS1_YEAST,0.43,0.51,0.54,0.15,0.5,0.0,0.45,0.26,Positive
362,GCY_YEAST,0.6,0.4,0.59,0.18,0.5,0.0,0.48,0.22,Positive
363,GDA1_YEAST,0.91,0.69,0.57,0.45,0.5,0.0,0.56,0.22,Positive
364,DHE4_YEAST,0.38,0.47,0.53,0.12,0.5,0.0,0.48,0.22,Positive
365,DHE2_YEAST,0.59,0.43,0.52,0.19,0.5,0.0,0.55,0.27,Positive
366,GDI1_YEAST,0.64,0.53,0.45,0.13,0.5,0.0,0.53,0.22,Positive
367,GEF1_YEAST,0.49,0.31,0.34,0.13,0.5,0.0,0.52,0.22,Positive
368,GFA1_YEAST,0.52,0.51,0.51,0.12,0.5,0.0,0.51,0.4,Positive
369,GLGB_YEAST,0.49,0.43,0.48,0.15,0.5,0.0,0.55,0.25,Positive
370,PP12_YEAST,0.49,0.47,0.52,0.16,0.5,0.0,0.53,0.28,Positive
371,HXKG_YEAST,0.48,0.39,0.49,0.18,0.5,0.0,0.51,0.22,Positive
372,GLNA_YEAST,0.44,0.34,0.55,0.18,0.5,0.0,0.52,0.22,Positive
373,GLN3_YEAST,0.43,0.54,0.58,0.16,0.5,0.0,0.5,0.36,Positive
374,SYQ_YEAST,0.49,0.42,0.54,0.17,0.5,0.0,0.5,0.36,Positive
375,GLO3_YEAST,0.34,0.66,0.51,0.16,0.5,0.0,0.47,0.33,Positive
376,GLS1_YEAST,0.2,0.34,0.33,0.1,0.5,0.0,0.48,0.31,Positive
377,6PGD_YEAST,0.74,0.53,0.5,0.08,0.5,0.0,0.55,0.31,Positive
378,GOG5_YEAST,0.69,0.48,0.38,0.15,0.5,0.0,0.55,0.22,Positive
379,GBA1_YEAST,0.3,0.5,0.47,0.11,0.5,0.0,0.46,0.22,Positive
380,GPDA_YEAST,0.44,0.51,0.48,0.38,0.5,0.0,0.52,0.22,Positive
381,PHSG_YEAST,0.31,0.45,0.5,0.17,0.5,0.0,0.49,0.22,Positive
382,PMGY_YEAST,0.55,0.41,0.56,0.21,0.5,0.0,0.52,0.22,Positive
383,PHO2_YEAST,0.4,0.34,0.52,0.17,0.5,0.0,0.47,0.51,Positive
384,SYG_YEAST,0.4,0.48,0.5,0.17,0.5,0.0,0.54,0.5,Positive
385,GSP1_YEAST,0.58,0.48,0.56,0.1,0.5,0.0,0.46,0.25,Positive
386,GSP2_YEAST,0.58,0.48,0.56,0.12,0.5,0.0,0.46,0.25,Positive
387,UGS1_YEAST,0.58,0.45,0.48,0.24,0.5,0.0,0.52,0.37,Positive
388,UGS2_YEAST,0.58,0.41,0.51,0.26,0.5,0.0,0.51,0.37,Positive
389,GTS1_YEAST,0.41,0.6,0.53,0.29,0.5,0.0,0.47,0.43,Positive
390,GPDM_YEAST,0.69,0.5,0.49,0.42,0.5,0.0,0.49,0.22,Positive
391,HAL1_YEAST,0.38,0.49,0.61,0.13,0.5,0.0,0.54,0.22,Positive
392,CYP1_YEAST,0.6,0.48,0.44,0.52,0.5,0.0,0.54,0.63,Positive
393,HAP2_YEAST,0.47,0.49,0.63,0.17,0.5,0.0,0.31,0.26,Positive
394,HAP3_YEAST,0.28,0.51,0.55,0.11,0.5,0.0,0.46,0.22,Positive
395,HAP4_YEAST,0.56,0.57,0.63,0.39,1.0,0.0,0.59,0.4,Positive
396,HBS1_YEAST,0.21,0.38,0.49,0.16,0.5,0.0,0.51,0.45,Positive
397,HCM1_YEAST,0.46,0.57,0.57,0.15,0.5,0.0,0.52,0.26,Positive
398,HDF1_YEAST,0.43,0.42,0.54,0.22,0.5,0.0,0.57,0.33,Positive
399,HEM1_YEAST,0.57,0.59,0.5,0.58,0.5,0.0,0.53,0.22,Positive
400,DCUP_YEAST,0.48,0.34,0.47,0.14,0.5,0.0,0.47,0.26,Positive
401,HEM6_YEAST,0.35,0.4,0.53,0.18,0.5,0.0,0.42,0.38,Positive
402,HEMZ_YEAST,0.47,0.45,0.53,0.62,0.5,0.0,0.46,0.22,Positive
403,HEM2_YEAST,0.53,0.43,0.47,0.15,0.5,0.0,0.58,0.22,Positive
404,HEM3_YEAST,0.46,0.45,0.56,0.16,0.5,0.0,0.56,0.22,Positive
405,HEX2_YEAST,0.44,0.42,0.62,0.14,0.5,0.0,0.55,0.37,Positive
406,H4_YEAST,0.37,0.34,0.58,0.24,0.5,0.0,0.44,0.18,Positive
407,H4_YEAST,0.37,0.34,0.58,0.24,0.5,0.0,0.44,0.18,Positive
408,H3_YEAST,0.39,0.39,0.55,0.52,0.5,0.0,0.37,0.16,Positive
409,H3_YEAST,0.39,0.39,0.55,0.52,0.5,0.0,0.37,0.16,Positive
410,HIP1_YEAST,0.48,0.46,0.38,0.29,0.5,0.0,0.53,0.22,Positive
411,HIR1_YEAST,0.48,0.57,0.5,0.09,0.5,0.0,0.52,0.42,Positive
412,HIR2_YEAST,0.61,0.57,0.45,0.21,0.5,0.0,0.5,0.42,Positive
413,HIS7_YEAST,0.56,0.44,0.56,0.19,0.5,0.0,0.54,0.22,Positive
414,HMD1_YEAST,0.51,0.63,0.3,0.35,0.5,0.0,0.53,0.27,Positive
415,HMD2_YEAST,0.53,0.68,0.34,0.42,0.5,0.0,0.54,0.27,Positive
416,MAT1_YEAST,0.37,0.22,0.64,0.35,0.5,0.0,0.47,0.22,Positive
417,MAT2_YEAST,0.51,0.48,0.58,0.22,0.5,0.0,0.5,0.28,Positive
418,MTA1_YEAST,0.49,0.37,0.59,0.17,0.5,0.0,0.51,0.22,Positive
419,MAT2_YEAST,0.51,0.48,0.58,0.22,0.5,0.0,0.5,0.28,Positive
420,HO_YEAST,0.53,0.53,0.53,0.17,0.5,0.0,0.49,0.37,Positive
421,HOP1_YEAST,0.29,0.68,0.47,0.26,0.5,0.0,0.47,0.37,Positive
422,HPR1_YEAST,0.5,0.45,0.49,0.15,0.5,0.0,0.55,0.43,Positive
423,HXTY_YEAST,0.33,0.28,0.31,0.24,0.5,0.0,0.53,0.22,Positive
424,YJ64_YEAST,0.85,0.85,0.3,0.31,0.5,0.0,0.55,0.42,Positive
425,HR25_YEAST,0.43,0.39,0.51,0.28,0.5,0.0,0.4,0.22,Positive
426,HS83_YEAST,0.61,0.54,0.49,0.16,0.5,0.0,0.54,0.42,Positive
427,HSF_YEAST,0.34,0.35,0.61,0.19,0.5,0.0,0.52,0.25,Positive
428,CH10_YEAST,0.55,0.53,0.56,0.29,0.5,0.0,0.48,0.22,Positive
429,H104_YEAST,0.66,0.62,0.52,0.17,0.5,0.0,0.49,0.22,Positive
430,HS26_YEAST,0.44,0.41,0.58,0.2,0.5,0.0,0.57,0.25,Positive
431,HS30_YEAST,0.37,0.62,0.34,0.25,0.5,0.0,0.51,0.22,Positive
432,HS60_YEAST,0.45,0.56,0.51,0.64,0.5,0.0,0.54,0.22,Positive
433,HSP7_YEAST,0.38,0.46,0.52,0.75,0.5,0.0,0.5,0.26,Positive
434,HS82_YEAST,0.61,0.54,0.49,0.19,0.5,0.0,0.54,0.47,Positive
435,H2A1_YEAST,0.44,0.53,0.52,0.37,0.5,0.0,0.5,0.22,Positive
436,H2A2_YEAST,0.44,0.53,0.52,0.37,0.5,0.0,0.5,0.22,Positive
437,H2B1_YEAST,0.32,0.34,0.61,0.17,0.5,0.0,0.52,0.32,Positive
438,H2B2_YEAST,0.34,0.34,0.61,0.18,0.5,0.0,0.52,0.32,Positive
439,SYH_YEAST,0.51,0.68,0.49,0.59,0.5,0.0,0.54,0.27,Positive
440,HXKA_YEAST,0.41,0.3,0.49,0.28,0.5,0.0,0.54,0.22,Positive
441,HXKB_YEAST,0.41,0.43,0.5,0.28,0.5,0.0,0.5,0.22,Positive
442,HXT1_YEAST,0.3,0.5,0.34,0.26,0.5,0.0,0.51,0.22,Positive
443,HXT2_YEAST,0.49,0.4,0.34,0.26,0.5,0.0,0.5,0.22,Positive
444,HXT3_YEAST,0.34,0.4,0.3,0.23,0.5,0.0,0.51,0.22,Positive
445,HXT4_YEAST,0.43,0.44,0.3,0.18,0.5,0.0,0.51,0.22,Positive
446,HXT5_YEAST,0.43,0.45,0.37,0.12,0.5,0.0,0.48,0.22,Positive
447,HXT6_YEAST,0.45,0.57,0.3,0.17,0.5,0.0,0.51,0.22,Positive
448,HXT7_YEAST,0.45,0.57,0.3,0.17,0.5,0.0,0.51,0.22,Positive
449,HXT8_YEAST,0.42,0.44,0.33,0.17,0.5,0.0,0.54,0.27,Positive
450,ACEA_YEAST,0.52,0.5,0.53,0.1,0.5,0.0,0.48,0.22,Positive
451,IDH1_YEAST,0.53,0.56,0.49,0.46,0.5,0.0,0.52,0.22,Positive
452,IDH2_YEAST,0.45,0.54,0.54,0.62,0.5,0.0,0.53,0.22,Positive
453,IPPI_YEAST,0.51,0.43,0.63,0.18,0.5,0.0,0.52,0.22,Positive
454,IDHP_YEAST,0.51,0.52,0.48,0.5,0.5,0.0,0.51,0.22,Positive
455,IF2M_YEAST,0.55,0.49,0.5,0.46,0.5,0.0,0.52,0.25,Positive
456,SYI_YEAST,0.5,0.46,0.52,0.16,0.5,0.0,0.52,0.26,Positive
457,THDH_YEAST,0.5,0.53,0.45,0.44,0.5,0.0,0.49,0.22,Positive
458,ILVB_YEAST,0.45,0.59,0.53,0.74,0.5,0.0,0.47,0.25,Positive
459,ILV5_YEAST,0.57,0.61,0.55,0.67,0.5,0.0,0.48,0.22,Positive
460,IME1_YEAST,0.54,0.45,0.62,0.13,0.5,0.0,0.52,0.26,Positive
461,IMP1_YEAST,0.67,0.51,0.53,0.28,0.5,0.0,0.51,0.22,Positive
462,IMP2_YEAST,0.35,0.49,0.47,0.22,0.5,0.0,0.5,0.28,Positive
463,IATP_YEAST,0.47,0.63,0.66,0.45,0.5,0.0,0.37,0.11,Positive
464,INO1_YEAST,0.51,0.34,0.43,0.18,0.5,0.0,0.48,0.25,Positive
465,INO2_YEAST,0.56,0.45,0.59,0.14,0.5,0.0,0.51,0.26,Positive
466,INO4_YEAST,0.45,0.38,0.59,0.18,0.5,0.0,0.44,0.45,Positive
467,IPYR_YEAST,0.43,0.51,0.6,0.25,0.5,0.0,0.55,0.22,Positive
468,IRA1_YEAST,0.47,0.59,0.43,0.13,0.5,0.0,0.56,0.3,Positive
469,IRA2_YEAST,0.4,0.45,0.42,0.17,0.5,0.0,0.54,0.26,Positive
470,IRE1_YEAST,0.89,0.81,0.36,0.71,0.5,0.0,0.55,0.63,Positive
471,IS42_YEAST,0.58,0.55,0.52,0.22,0.5,0.0,0.44,0.22,Positive
472,ISP6_YEAST,0.59,0.57,0.46,0.14,0.5,0.0,0.52,0.22,Positive
473,ITR1_YEAST,0.49,0.41,0.32,0.21,0.5,0.0,0.5,0.32,Positive
474,ITR2_YEAST,0.35,0.53,0.35,0.33,0.5,0.0,0.5,0.32,Positive
475,IXR1_YEAST,0.42,0.32,0.61,0.13,0.5,0.0,0.14,0.27,Positive
476,YJ12_YEAST,0.5,0.46,0.42,0.32,0.5,0.0,0.56,0.55,Positive
477,YJ13_YEAST,0.68,0.5,0.43,0.27,0.5,0.0,0.61,0.22,Positive
478,YJ16_YEAST,0.5,0.45,0.49,0.3,0.5,0.0,0.47,0.4,Positive
479,ACOX_YEAST,0.46,0.41,0.5,0.44,0.5,0.0,0.53,0.22,Positive
480,YJ36_YEAST,0.32,0.36,0.34,0.19,0.5,0.0,0.55,0.26,Positive
481,YJ43_YEAST,0.4,0.51,0.42,0.13,0.5,0.0,0.45,0.25,Positive
482,YJ49_YEAST,0.7,0.73,0.37,0.37,0.5,0.0,0.48,0.31,Positive
483,YJ51_YEAST,0.81,0.76,0.32,0.37,0.5,0.0,0.51,0.22,Positive
484,YJ90_YEAST,0.65,0.61,0.39,0.3,0.5,0.0,0.57,0.28,Positive
485,YJ91_YEAST,0.47,0.43,0.35,0.32,0.5,0.0,0.54,0.22,Positive
486,JNM1_YEAST,0.42,0.25,0.6,0.14,0.5,0.0,0.45,0.22,Positive
487,KAR1_YEAST,0.23,0.34,0.41,0.28,0.5,0.0,0.5,0.27,Positive
488,GR78_YEAST,0.85,0.56,0.33,0.38,1.0,0.0,0.55,0.25,Positive
489,KAR3_YEAST,0.34,0.31,0.6,0.37,0.5,0.0,0.5,0.3,Positive
490,KEM1_YEAST,0.59,0.53,0.47,0.26,0.5,0.0,0.53,0.31,Positive
491,KEX1_YEAST,0.67,0.63,0.34,0.41,0.5,0.0,0.6,0.33,Positive
492,KEX2_YEAST,0.7,0.73,0.38,0.36,0.5,0.0,0.54,0.22,Positive
493,ODO1_YEAST,0.54,0.51,0.54,0.52,0.5,0.0,0.47,0.25,Positive
494,ODO2_YEAST,0.53,0.5,0.54,0.56,0.5,0.0,0.49,0.41,Positive
495,KHR1_YEAST,0.84,0.63,0.38,0.23,0.5,0.0,0.53,0.22,Negative
496,KHS1_YEAST,0.89,0.77,0.36,0.34,0.5,0.0,0.44,0.22,Negative
497,KIN1_YEAST,0.48,0.43,0.45,0.17,0.5,0.0,0.48,0.37,Positive
498,KIN2_YEAST,0.36,0.35,0.47,0.22,0.5,0.0,0.44,0.31,Positive
499,KI28_YEAST,0.57,0.49,0.48,0.16,0.5,0.0,0.51,0.22,Positive
500,KIP1_YEAST,0.43,0.52,0.53,0.52,1.0,0.0,0.49,0.22,Positive
501,KIP2_YEAST,0.38,0.49,0.54,1.0,0.5,0.0,0.5,0.27,Positive
502,SMI1_YEAST,0.43,0.32,0.56,0.27,0.5,0.0,0.47,0.27,Positive
503,KRE1_YEAST,0.84,0.87,0.45,0.54,0.5,0.0,0.28,0.22,Positive
504,KR11_YEAST,0.27,0.56,0.56,0.18,0.5,0.0,0.52,0.22,Positive
505,KRE2_YEAST,0.89,0.82,0.6,0.49,0.5,0.0,0.55,0.22,Positive
506,KRE5_YEAST,0.86,0.92,0.5,0.37,1.0,0.0,0.53,0.32,Positive
507,KRE6_YEAST,0.37,0.55,0.29,0.32,0.5,0.0,0.51,0.22,Positive
508,KRE9_YEAST,0.87,0.83,0.57,0.36,0.5,0.0,0.36,0.22,Negative
509,SYKC_YEAST,0.43,0.45,0.54,0.14,0.5,0.0,0.5,0.31,Positive
510,KSS1_YEAST,0.52,0.48,0.54,0.28,0.5,0.0,0.54,0.22,Positive
511,KTR1_YEAST,0.77,0.6,0.42,0.33,0.5,0.0,0.57,0.22,Positive
512,KTR2_YEAST,0.76,0.74,0.56,0.34,0.5,0.0,0.51,0.3,Positive
513,KTR3_YEAST,0.58,0.76,0.4,0.37,0.5,0.0,0.54,0.3,Positive
514,KTR4_YEAST,0.94,0.6,0.33,0.49,0.5,0.0,0.54,0.22,Positive
515,MSF1_YEAST,0.36,0.44,0.57,0.18,0.5,0.0,0.42,0.22,Positive
516,LAG1_YEAST,0.42,0.51,0.39,0.22,0.5,0.0,0.49,0.26,Positive
517,BLH1_YEAST,0.52,0.48,0.58,0.55,0.5,0.0,0.48,0.22,Positive
518,AMPL_YEAST,0.42,0.32,0.48,0.16,0.5,0.0,0.55,0.22,Positive
519,LAS1_YEAST,0.43,0.38,0.51,0.24,0.5,0.0,0.46,0.33,Positive
520,ODP2_YEAST,0.48,0.57,0.52,0.61,0.5,0.0,0.51,0.22,Positive
521,LCB1_YEAST,0.83,0.53,0.52,0.2,0.5,0.0,0.48,0.25,Positive
522,LCB2_YEAST,0.36,0.34,0.46,0.19,0.5,0.0,0.52,0.22,Positive
523,LEU2_YEAST,0.51,0.43,0.47,0.19,0.5,0.0,0.52,0.37,Positive
524,LEU3_YEAST,0.54,0.54,0.49,0.14,0.5,0.0,0.56,0.22,Positive
525,LEUR_YEAST,0.44,0.41,0.44,0.13,0.5,0.0,0.49,0.42,Positive
526,LEU1_YEAST,0.52,0.62,0.54,0.19,0.5,0.0,0.5,0.22,Positive
527,LGT3_YEAST,0.46,0.4,0.38,0.18,0.5,0.0,0.49,0.22,Positive
528,LIP5_YEAST,0.68,0.5,0.55,0.65,0.5,0.0,0.46,0.31,Positive
529,LOS1_YEAST,0.53,0.44,0.47,0.22,0.5,0.0,0.53,0.22,Positive
530,DLDH_YEAST,0.48,0.48,0.5,0.47,0.5,0.0,0.55,0.22,Positive
531,LYP1_YEAST,0.46,0.14,0.36,0.21,0.5,0.0,0.5,0.25,Positive
532,LYS1_YEAST,0.5,0.45,0.48,0.17,0.5,0.0,0.5,0.26,Positive
533,LY14_YEAST,0.44,0.53,0.43,0.17,0.5,0.0,0.54,0.75,Positive
534,LYS2_YEAST,0.46,0.47,0.46,0.16,0.5,0.0,0.51,0.22,Positive
535,MAC1_YEAST,0.52,0.49,0.57,0.57,0.5,0.0,0.51,0.22,Positive
536,MAD1_YEAST,0.62,0.64,0.56,0.2,0.5,0.0,0.48,0.33,Positive
537,MAG_YEAST,0.46,0.32,0.58,0.17,0.5,0.0,0.61,0.25,Positive
538,MK11_YEAST,0.78,0.48,0.47,0.3,0.5,0.0,0.53,0.47,Positive
539,MK16_YEAST,0.49,0.62,0.65,0.18,0.5,0.0,0.46,0.43,Positive
540,MAK3_YEAST,0.5,0.34,0.62,0.19,0.5,0.0,0.57,0.22,Positive
541,MA3T_YEAST,0.39,0.37,0.33,0.23,0.5,0.0,0.53,0.26,Positive
542,MA3S_YEAST,0.39,0.37,0.56,0.15,0.5,0.0,0.5,0.27,Positive
543,MA3R_YEAST,0.33,0.37,0.54,0.28,0.5,0.0,0.53,0.27,Positive
544,MA6T_YEAST,0.39,0.37,0.33,0.23,0.5,0.0,0.52,0.26,Positive
545,MA6R_YEAST,0.33,0.38,0.53,0.26,0.5,0.0,0.52,0.27,Positive
546,AMPM_YEAST,0.48,0.51,0.57,0.24,0.5,0.0,0.5,0.22,Positive
547,MPP2_YEAST,0.5,0.62,0.54,0.66,0.5,0.0,0.49,0.22,Positive
548,MPP1_YEAST,0.47,0.54,0.54,0.48,0.5,0.0,0.53,0.26,Positive
549,OM20_YEAST,0.72,0.58,0.42,0.28,0.5,0.0,0.48,0.22,Positive
550,MAS6_YEAST,0.41,0.41,0.51,0.19,0.5,0.0,0.57,0.22,Positive
551,OM70_YEAST,0.81,0.65,0.52,0.41,0.5,0.0,0.57,0.26,Positive
552,MBP1_YEAST,0.5,0.49,0.52,0.2,0.5,0.0,0.43,0.52,Positive
553,MCM1_YEAST,0.18,0.48,0.46,0.12,0.5,0.0,0.0,0.25,Positive
554,MCM2_YEAST,0.26,0.38,0.52,0.36,0.5,0.0,0.48,0.56,Positive
555,MCM3_YEAST,0.53,0.51,0.51,0.11,0.5,0.0,0.49,0.41,Positive
556,MDHM_YEAST,0.58,0.49,0.5,0.41,0.5,0.0,0.57,0.22,Positive
557,MDHC_YEAST,0.62,0.6,0.47,0.16,0.5,0.0,0.53,0.22,Positive
558,MDHP_YEAST,0.68,0.58,0.51,0.19,0.5,0.83,0.54,0.22,Positive
559,MDJ1_YEAST,0.4,0.52,0.53,0.52,0.5,0.0,0.51,0.22,Positive
560,MDL1_YEAST,0.51,0.47,0.41,0.44,0.5,0.0,0.5,0.22,Positive
561,MDL2_YEAST,0.72,0.56,0.4,0.26,0.5,0.0,0.51,0.26,Positive
562,MDM1_YEAST,0.49,0.44,0.45,0.22,0.5,0.0,0.51,0.22,Positive
563,MD10_YEAST,0.32,0.47,0.55,0.25,0.5,0.0,0.49,0.22,Positive
564,MDS1_YEAST,0.46,0.57,0.52,0.28,0.5,0.0,0.52,0.22,Positive
565,EFG1_YEAST,0.53,0.48,0.45,0.44,0.5,0.0,0.49,0.27,Positive
566,EFG2_YEAST,0.49,0.48,0.46,0.63,0.5,0.0,0.52,0.22,Positive
567,MEIX_YEAST,0.7,0.53,0.42,0.22,0.5,0.0,0.51,0.28,Positive
568,AGAL_YEAST,0.68,0.68,0.49,0.15,0.5,0.0,0.53,0.22,Negative
569,MEP1_YEAST,0.47,0.6,0.35,0.21,0.5,0.0,0.52,0.22,Positive
570,MER1_YEAST,0.55,0.49,0.45,0.18,0.5,0.0,0.49,0.22,Positive
571,MER2_YEAST,0.4,0.53,0.61,0.21,0.5,0.0,0.48,0.33,Positive
572,SYMC_YEAST,0.57,0.44,0.42,0.2,0.5,0.0,0.54,0.22,Positive
573,MET2_YEAST,0.4,0.47,0.48,0.18,0.5,0.0,0.46,0.22,Positive
574,MT17_YEAST,0.34,0.54,0.54,0.13,0.5,0.0,0.52,0.22,Positive
575,MT28_YEAST,0.43,0.83,0.55,0.2,0.5,0.0,0.47,0.4,Positive
576,MET4_YEAST,0.55,0.65,0.5,0.28,0.5,0.0,0.55,0.22,Positive
577,METE_YEAST,0.29,0.46,0.54,0.27,0.5,0.0,0.49,0.22,Positive
578,MFA2_YEAST,0.46,0.42,0.6,0.21,0.5,0.0,0.4,0.22,Negative
579,MFA3_YEAST,0.8,0.81,0.55,0.35,0.5,0.0,0.42,0.22,Negative
580,MFA4_YEAST,0.79,0.74,0.49,0.33,0.5,0.0,0.48,0.22,Negative
581,GRPE_YEAST,0.45,0.48,0.63,0.67,0.5,0.0,0.48,0.22,Positive
582,MGM1_YEAST,0.66,0.52,0.52,0.44,0.5,0.0,0.56,0.27,Positive
583,M101_YEAST,0.5,0.49,0.59,0.47,0.5,0.0,0.49,0.36,Positive
