,one,two,three,four,five,six,seven,eight,nine,label
691,NOP2_YEAST,0.43,0.28,0.53,0.34,0.5,0.0,0.55,0.57,Positive
692,NOP4_YEAST,0.33,0.48,0.55,0.16,0.5,0.0,0.53,0.75,Positive
693,NOT3_YEAST,0.45,0.21,0.49,0.24,0.5,0.0,0.46,0.31,Positive
694,NOP3_YEAST,0.44,0.34,0.61,0.13,0.5,0.0,0.49,0.26,Positive
695,NSP1_YEAST,0.87,0.47,0.6,0.47,0.5,0.0,0.59,0.22,Positive
696,NSR1_YEAST,0.3,0.55,0.58,0.16,0.5,0.0,0.61,0.28,Positive
699,RNC1_YEAST,0.47,0.47,0.5,0.15,0.5,0.0,0.5,0.48,Positive
700,NUF1_YEAST,0.51,0.34,0.49,0.16,0.5,0.0,0.53,0.21,Positive
701,NUF2_YEAST,0.64,0.76,0.51,0.18,0.5,0.0,0.46,0.22,Positive
702,NUP1_YEAST,0.45,0.41,0.58,0.48,0.5,0.0,0.53,0.64,Positive
703,N100_YEAST,0.9,0.54,0.59,0.2,0.5,0.0,0.48,0.22,Positive
704,N116_YEAST,0.88,0.59,0.54,0.39,0.5,0.0,0.41,0.3,Positive
705,YK62_YEAST,0.7,0.51,0.47,0.24,0.5,0.0,0.53,0.25,Positive
706,NUP2_YEAST,0.25,0.36,0.58,0.3,0.5,0.0,0.58,0.31,Positive
707,NU49_YEAST,0.69,0.62,0.49,0.0,1.0,0.0,0.47,0.22,Positive
708,OCH1_YEAST,0.83,0.57,0.42,0.57,0.5,0.0,0.5,0.32,Positive
709,ACO1_YEAST,0.43,0.38,0.38,0.12,0.5,0.0,0.5,0.22,Positive
714,OPI1_YEAST,0.58,0.51,0.56,0.16,0.5,0.0,0.34,0.22,Positive
715,PEM2_YEAST,0.48,0.49,0.45,0.23,0.5,0.0,0.51,0.22,Positive
716,ORC2_YEAST,0.39,0.42,0.49,0.1,0.5,0.0,0.49,0.65,Positive
717,YHR8_YEAST,0.31,0.42,0.48,0.17,0.5,0.0,0.49,0.53,Positive
719,YINO_YEAST,0.76,0.67,0.37,0.22,0.5,0.0,0.54,0.22,Positive
720,YDA2_YEAST,0.49,0.27,0.57,0.18,0.5,0.83,0.54,0.22,Positive
723,PAP_YEAST,0.64,0.52,0.5,0.26,0.5,0.0,0.51,0.31,Positive
725,PTSR_YEAST,0.5,0.5,0.54,0.16,0.5,0.0,0.49,0.22,Positive
726,UBCX_YEAST,0.47,0.43,0.59,0.27,0.5,0.0,0.55,0.22,Positive
727,PAS3_YEAST,0.68,0.59,0.44,0.49,0.5,0.0,0.4,0.26,Positive
728,PAS7_YEAST,0.5,0.51,0.57,0.27,0.5,0.0,0.48,0.22,Positive
730,ATC2_YEAST,0.53,0.51,0.36,0.13,0.5,0.0,0.52,0.22,Positive
740,PDR1_YEAST,0.33,0.38,0.45,0.19,0.5,0.0,0.54,0.37,Positive
741,PDR3_YEAST,0.61,0.46,0.44,0.47,0.5,0.0,0.5,0.37,Positive
742,PDR5_YEAST,0.41,0.48,0.38,0.13,0.5,0.0,0.51,0.35,Positive
743,PDS1_YEAST,0.37,0.42,0.6,0.13,0.5,0.0,0.51,0.22,Positive
746,PE12_YEAST,0.28,0.46,0.26,0.18,0.5,0.0,0.39,0.22,negative
747,PEP3_YEAST,0.51,0.46,0.49,0.21,0.5,0.0,0.55,0.22,negative
748,CARP_YEAST,0.8,0.82,0.57,0.26,0.5,0.0,0.57,0.27,negative
749,END1_YEAST,0.46,0.49,0.45,0.28,0.5,0.0,0.55,0.22,negative
750,PEP8_YEAST,0.4,0.36,0.55,0.15,0.5,0.0,0.53,0.22,negative
751,PES4_YEAST,0.67,0.46,0.58,0.3,0.5,0.0,0.57,0.27,Positive
766,PGD1_YEAST,0.41,0.48,0.54,0.24,0.5,0.0,0.37,0.51,Positive
771,PHD1_YEAST,0.48,0.46,0.58,0.26,0.5,0.0,0.44,0.22,Positive
776,PHO4_YEAST,0.44,0.42,0.57,0.22,0.5,0.0,0.5,0.25,Positive
778,PPB_YEAST,0.39,0.81,0.35,0.28,0.5,0.0,0.51,0.45,Positive
779,PH80_YEAST,0.53,0.54,0.43,0.18,0.5,0.0,0.53,0.31,Positive
780,PH84_YEAST,0.38,0.45,0.37,0.19,0.5,0.0,0.52,0.3,Positive
781,PH85_YEAST,0.4,0.37,0.54,0.13,0.5,0.0,0.48,0.22,Positive
782,YCS7_YEAST,0.31,0.3,0.34,0.19,0.5,0.0,0.55,0.3,Positive
783,PHR_YEAST,0.5,0.42,0.57,0.49,0.5,0.0,0.48,0.27,Positive
785,PIK1_YEAST,0.45,0.4,0.43,0.22,0.5,0.0,0.51,0.48,Positive
790,PIS_YEAST,0.47,0.61,0.5,0.23,0.5,0.0,0.49,0.22,Positive
792,ATH1_YEAST,0.49,0.6,0.3,0.34,0.5,0.0,0.5,0.43,Positive
793,ATH2_YEAST,0.27,0.56,0.3,0.14,0.5,0.0,0.52,0.39,Positive
794,ATC3_YEAST,0.4,0.39,0.33,0.17,0.5,0.0,0.51,0.31,negative
796,PMP1_YEAST,0.95,0.71,0.27,0.39,0.5,0.0,0.31,0.22,Positive
797,PMP2_YEAST,0.97,0.71,0.29,0.42,0.5,0.0,0.35,0.22,Positive
798,ATC1_YEAST,0.44,0.43,0.34,0.21,0.5,0.0,0.55,0.4,Positive
799,ATN1_YEAST,0.39,0.49,0.3,0.19,0.5,0.0,0.52,0.31,Positive
800,PMS1_YEAST,0.38,0.48,0.51,0.13,0.5,0.0,0.5,0.32,Positive
801,PMT1_YEAST,0.37,0.51,0.39,0.18,0.5,0.0,0.51,0.27,Positive
802,PMT2_YEAST,0.27,0.49,0.36,0.26,0.5,0.0,0.49,0.26,Positive
803,POB1_YEAST,0.49,0.48,0.52,0.2,0.5,0.0,0.55,0.22,Positive
804,DPOA_YEAST,0.36,0.39,0.54,0.16,0.5,0.0,0.5,0.28,Positive
805,DPO2_YEAST,0.54,0.53,0.48,0.14,0.5,0.0,0.49,0.33,Positive
806,DPOE_YEAST,0.37,0.48,0.5,0.26,0.5,0.0,0.52,0.39,Positive
807,DPOD_YEAST,0.25,0.39,0.5,0.23,0.5,0.0,0.5,0.28,Positive
808,PCNA_YEAST,0.49,0.71,0.54,0.13,0.5,0.0,0.58,0.22,Positive
809,DPO4_YEAST,0.56,0.5,0.56,0.26,0.5,0.0,0.53,0.27,Positive
810,P152_YEAST,0.41,0.53,0.41,0.15,0.5,0.0,0.54,0.25,Positive
811,POP2_YEAST,0.5,0.45,0.53,0.21,0.5,0.0,0.28,0.22,Positive
812,CAO_YEAST,0.46,0.37,0.48,0.36,0.5,0.0,0.48,0.22,Positive
813,PPA1_YEAST,0.66,0.55,0.34,0.2,0.5,0.0,0.62,0.22,Positive
816,PPR1_YEAST,0.42,0.28,0.51,0.23,0.5,0.0,0.53,0.27,Positive
818,PRTB_YEAST,0.75,0.69,0.48,0.13,0.5,0.0,0.57,0.4,negative
819,CBPY_YEAST,0.69,0.7,0.5,0.3,0.5,0.0,0.54,0.22,negative
820,PRTD_YEAST,0.63,0.55,0.53,0.51,0.5,0.0,0.55,0.22,negative
827,PRI1_YEAST,0.33,0.35,0.56,0.19,0.5,0.0,0.5,0.22,Positive
828,PRI2_YEAST,0.45,0.48,0.56,0.56,0.5,0.0,0.47,0.22,Positive
831,PR16_YEAST,0.56,0.59,0.54,0.18,0.5,0.0,0.48,0.46,Positive
832,PR18_YEAST,0.33,0.39,0.52,0.09,0.5,0.0,0.47,0.28,Positive
833,PR19_YEAST,0.48,0.41,0.54,0.39,0.5,0.0,0.51,0.22,Positive
834,PR02_YEAST,0.3,0.3,0.46,0.32,0.5,0.0,0.45,0.22,Positive
835,PR21_YEAST,0.38,0.26,0.6,0.1,0.5,0.0,0.48,0.44,Positive
836,PR22_YEAST,0.68,0.39,0.5,0.15,0.5,0.0,0.48,0.37,Positive
837,PR28_YEAST,0.62,0.41,0.52,0.17,0.5,0.0,0.48,0.22,Positive
838,PR38_YEAST,0.52,0.37,0.48,0.13,0.5,0.0,0.55,0.22,Positive
839,PR39_YEAST,0.32,0.48,0.49,0.17,0.5,0.0,0.47,0.22,Positive
840,PR04_YEAST,0.34,0.35,0.58,0.2,0.5,0.0,0.46,0.32,Positive
841,PR05_YEAST,0.33,0.21,0.53,0.15,1.0,0.0,0.52,0.5,Positive
842,PR06_YEAST,0.49,0.45,0.57,0.24,0.5,0.0,0.47,0.38,Positive
843,PR08_YEAST,0.4,0.28,0.48,0.06,0.5,0.0,0.49,0.42,Positive
844,PR09_YEAST,0.51,0.39,0.56,0.25,0.5,0.0,0.51,0.33,Positive
851,SNM1_YEAST,0.37,0.44,0.51,0.56,0.5,0.0,0.5,0.38,Positive
852,PTM1_YEAST,0.81,0.55,0.35,0.34,0.5,0.0,0.51,0.22,Positive
855,PTR2_YEAST,0.36,0.33,0.38,0.15,0.5,0.0,0.55,0.36,Positive
861,PUT3_YEAST,0.29,0.4,0.41,0.48,0.5,0.0,0.53,0.3,Positive
862,PUT4_YEAST,0.58,0.53,0.33,0.26,0.5,0.0,0.51,0.22,Positive
872,RAD1_YEAST,0.24,0.41,0.47,0.16,0.5,0.0,0.51,0.38,Positive
873,RA10_YEAST,0.61,0.39,0.53,0.14,0.5,0.0,0.43,0.26,Positive
874,RA14_YEAST,0.39,0.16,0.59,0.08,0.5,0.0,0.51,0.27,Positive
875,RA16_YEAST,0.33,0.28,0.5,0.4,0.5,0.0,0.46,0.61,Positive
876,RA18_YEAST,0.51,0.55,0.56,0.18,0.5,0.0,0.5,0.38,Positive
877,RAD2_YEAST,0.39,0.44,0.54,0.24,0.5,0.0,0.51,0.49,Positive
878,RA23_YEAST,0.43,0.48,0.53,0.18,0.5,0.0,0.46,0.22,Positive
879,RA26_YEAST,0.47,0.43,0.48,0.16,0.5,0.0,0.46,0.27,Positive
880,RAD3_YEAST,0.52,0.5,0.51,0.2,0.5,0.0,0.51,0.22,Positive
881,RAD4_YEAST,0.33,0.28,0.52,0.15,0.5,0.0,0.51,0.86,Positive
882,RAD5_YEAST,0.36,0.48,0.5,0.13,0.5,0.0,0.49,0.6,Positive
883,RA50_YEAST,0.45,0.54,0.49,0.29,0.5,0.0,0.49,0.25,Positive
884,RA51_YEAST,0.55,0.59,0.53,0.15,0.5,0.0,0.49,0.22,Positive
885,RA52_YEAST,0.31,0.39,0.55,0.28,0.5,0.0,0.46,0.31,Positive
886,RA54_YEAST,0.43,0.41,0.51,0.34,0.5,0.0,0.49,0.28,Positive
887,RA55_YEAST,0.64,0.5,0.53,0.1,0.5,0.0,0.51,0.22,Positive
888,RA57_YEAST,0.41,0.52,0.56,0.26,0.5,0.0,0.48,0.32,Positive
889,UBC2_YEAST,0.48,0.47,0.59,0.41,0.5,0.0,0.56,0.27,Positive
890,RAD7_YEAST,0.49,0.49,0.51,0.29,0.5,0.0,0.52,0.71,Positive
891,RAD9_YEAST,0.41,0.52,0.51,0.22,0.5,0.0,0.52,0.44,Positive
892,SRS2_YEAST,0.51,0.61,0.5,0.23,0.5,0.0,0.52,0.61,Positive
895,RAP1_YEAST,0.54,0.53,0.53,0.17,0.5,0.0,0.51,0.39,Positive
898,RAT1_YEAST,0.53,0.46,0.54,0.37,0.5,0.0,0.51,0.3,Positive
900,REB1_YEAST,0.58,0.31,0.6,0.12,0.5,0.0,0.47,0.33,Positive
901,R102_YEAST,0.49,0.67,0.5,0.28,0.5,0.0,0.43,0.22,Positive
902,R104_YEAST,0.44,0.33,0.55,0.16,0.5,0.0,0.49,0.22,Positive
903,R114_YEAST,0.44,0.45,0.53,0.19,0.5,0.0,0.41,0.28,Positive
904,RED1_YEAST,0.57,0.55,0.52,0.16,0.5,0.0,0.49,0.39,Positive
905,RER1_YEAST,0.45,0.66,0.39,0.11,0.5,0.0,0.54,0.22,Positive
906,DPOX_YEAST,0.32,0.49,0.53,0.28,0.5,0.0,0.5,0.5,Positive
907,RFA1_YEAST,0.35,0.42,0.56,0.28,0.5,0.0,0.47,0.22,Positive
908,RFA2_YEAST,0.46,0.41,0.58,0.1,0.5,0.0,0.48,0.22,Positive
909,RFA3_YEAST,0.57,0.51,0.58,0.22,0.5,0.0,0.51,0.22,Positive
910,RFC2_YEAST,0.47,0.47,0.54,0.19,0.5,0.0,0.51,0.33,Positive
911,RFC3_YEAST,0.34,0.58,0.5,0.26,0.5,0.0,0.51,0.22,Positive
912,RFC4_YEAST,0.55,0.45,0.58,0.25,0.5,0.0,0.49,0.22,Positive
913,RFT1_YEAST,0.4,0.66,0.34,0.21,0.5,0.0,0.52,0.26,Positive
914,RGM1_YEAST,0.42,0.21,0.59,0.3,0.5,0.0,0.47,0.27,Positive
917,RIF1_YEAST,0.35,0.4,0.44,0.25,0.5,0.0,0.53,0.57,Positive
921,RME1_YEAST,0.45,0.49,0.57,0.25,0.5,0.0,0.48,0.22,Positive
923,RN12_YEAST,0.56,0.51,0.32,0.49,0.5,0.0,0.48,0.22,Positive
924,RN14_YEAST,0.37,0.58,0.5,0.22,0.5,0.0,0.47,0.22,Positive
925,RN15_YEAST,0.47,0.45,0.51,0.33,0.5,0.0,0.46,0.26,Positive
926,ROX1_YEAST,0.5,0.36,0.64,0.37,0.5,0.0,0.37,0.33,Positive
927,ROX3_YEAST,0.43,0.44,0.64,0.19,0.5,0.0,0.38,0.33,Positive
938,RPA9_YEAST,0.72,0.51,0.52,0.08,0.5,0.0,0.54,0.22,Positive
939,RPA2_YEAST,0.35,0.41,0.53,0.27,0.5,0.0,0.47,0.29,Positive
940,RPA1_YEAST,0.56,0.49,0.54,0.15,0.5,0.0,0.5,0.35,Positive
941,RPA3_YEAST,0.57,0.37,0.43,0.27,0.5,0.0,0.53,0.28,Positive
942,RPBX_YEAST,0.57,0.49,0.61,0.26,0.5,0.0,0.52,0.22,Positive
943,RPBY_YEAST,0.48,0.45,0.63,0.19,0.5,0.0,0.58,0.22,Positive
944,RPB2_YEAST,0.34,0.48,0.47,0.19,0.5,0.0,0.5,0.3,Positive
945,RPB3_YEAST,0.54,0.57,0.55,0.18,0.5,0.0,0.5,0.22,Positive
946,RPB4_YEAST,0.38,0.44,0.55,0.44,0.5,0.0,0.47,0.51,Positive
947,RPB5_YEAST,0.4,0.3,0.57,0.13,0.5,0.0,0.46,0.22,Positive
948,RPB6_YEAST,0.27,0.31,0.55,0.13,0.5,0.0,0.5,0.22,Positive
949,RPB7_YEAST,0.52,0.46,0.56,0.25,0.5,0.0,0.52,0.22,Positive
950,RPB8_YEAST,0.44,0.5,0.55,0.24,0.5,0.0,0.48,0.22,Positive
951,RPB9_YEAST,0.34,0.47,0.48,0.32,0.5,0.0,0.42,0.22,Positive
952,RPCX_YEAST,0.5,0.56,0.63,0.25,0.5,0.0,0.42,0.22,Positive
953,RPC2_YEAST,0.46,0.53,0.47,0.37,0.5,0.0,0.51,0.36,Positive
954,RPC9_YEAST,0.31,0.6,0.65,0.18,0.5,0.0,0.46,0.22,Positive
955,RPC8_YEAST,0.57,0.42,0.63,0.22,0.5,0.0,0.68,0.32,Positive
956,RPC6_YEAST,0.37,0.45,0.53,0.14,0.5,0.0,0.49,0.22,Positive
957,RPC5_YEAST,0.38,0.38,0.54,0.24,0.5,0.0,0.54,0.22,Positive
958,RPC4_YEAST,0.36,0.49,0.55,0.21,0.5,0.0,0.55,0.33,Positive
959,RPC3_YEAST,0.29,0.4,0.5,0.16,0.5,0.0,0.51,0.34,Positive
960,RPD3_YEAST,0.37,0.3,0.51,0.15,0.5,0.0,0.58,0.26,Positive
1002,RPB1_YEAST,0.44,0.62,0.53,0.27,0.5,0.0,0.49,0.22,Positive
1003,RPC1_YEAST,0.56,0.61,0.52,0.19,0.5,0.0,0.52,0.32,Positive
1028,RRN6_YEAST,0.6,0.57,0.52,0.14,0.5,0.0,0.46,0.48,Positive
1029,RRN7_YEAST,0.42,0.38,0.52,0.29,0.5,0.0,0.42,0.22,Positive
1030,RTG1_YEAST,0.41,0.46,0.58,0.08,0.5,0.0,0.51,0.28,Positive
1033,RSD1_YEAST,0.57,0.5,0.4,0.08,0.5,0.0,0.47,0.22,Positive
1041,TAT2_YEAST,0.39,0.46,0.33,0.18,0.5,0.0,0.53,0.22,Positive
1043,S160_YEAST,0.46,0.49,0.55,0.18,0.5,0.0,0.56,0.22,Positive
1051,SC12_YEAST,0.55,0.52,0.44,0.2,0.5,0.0,0.56,0.22,Positive
1058,SC20_YEAST,0.46,0.47,0.44,0.18,1.0,0.0,0.46,0.22,Positive
1060,SC22_YEAST,0.56,0.49,0.32,0.22,0.5,0.0,0.5,0.22,Positive
1064,SC59_YEAST,0.51,0.51,0.32,0.27,0.5,0.0,0.54,0.22,Positive
1066,S61A_YEAST,0.55,0.72,0.35,0.26,0.5,0.0,0.49,0.22,Positive
1067,SC62_YEAST,0.54,0.44,0.35,0.19,0.5,0.0,0.51,0.27,Positive
1068,NPL1_YEAST,0.65,0.66,0.37,0.12,0.5,0.0,0.52,0.27,Positive
1070,SC66_YEAST,0.39,0.71,0.38,0.14,0.5,0.0,0.5,0.22,Positive
1071,SEC7_YEAST,0.37,0.42,0.46,0.15,0.5,0.0,0.51,0.31,Positive
1077,SED4_YEAST,0.52,0.55,0.39,0.09,1.0,0.0,0.55,0.25,Positive
1078,SED5_YEAST,0.42,0.28,0.33,0.23,0.5,0.0,0.39,0.26,Positive
1079,SEN1_YEAST,0.47,0.37,0.46,0.28,0.5,0.0,0.52,0.99,Positive
1080,SEN2_YEAST,0.48,0.5,0.47,0.29,0.5,0.0,0.46,0.27,Positive
1082,SFL1_YEAST,0.49,0.49,0.52,0.18,0.5,0.0,0.51,0.25,Positive
1083,SFP1_YEAST,0.54,0.59,0.57,0.34,0.5,0.0,0.49,0.22,Positive
1084,AMYG_YEAST,0.7,0.78,0.53,0.24,0.5,0.0,0.48,0.22,negative
1089,SHR3_YEAST,0.7,0.57,0.34,0.19,0.5,0.0,0.53,0.27,Positive
1091,NOT4_YEAST,0.47,0.44,0.53,0.18,0.5,0.0,0.47,0.29,Positive
1092,SIN3_YEAST,0.4,0.49,0.53,0.23,0.5,0.0,0.44,0.26,Positive
1093,SIN4_YEAST,0.45,0.65,0.51,0.17,0.5,0.0,0.49,0.22,Positive
1094,SIP2_YEAST,0.42,0.42,0.55,0.31,0.5,0.0,0.43,0.22,Positive
1095,SIR1_YEAST,0.45,0.41,0.53,0.49,0.5,0.0,0.49,0.31,Positive
1096,SIR2_YEAST,0.42,0.28,0.49,0.22,0.5,0.0,0.55,0.34,Positive
1097,SIR3_YEAST,0.47,0.5,0.47,0.22,0.5,0.0,0.53,0.45,Positive
1098,SIR4_YEAST,0.33,0.42,0.55,0.23,0.5,0.0,0.52,0.43,Positive
1100,SIS2_YEAST,0.37,0.47,0.49,0.12,0.5,0.0,0.47,0.31,Positive
1101,SKI3_YEAST,0.32,0.6,0.48,0.13,0.5,0.0,0.53,0.22,Positive
1102,SKN1_YEAST,0.38,0.42,0.31,0.35,0.5,0.0,0.52,0.22,Positive
1103,SKN7_YEAST,0.46,0.56,0.56,0.25,0.5,0.0,0.43,0.22,Positive
1104,SKO1_YEAST,0.47,0.55,0.57,0.17,0.5,0.0,0.52,0.66,Positive
1106,SLA2_YEAST,0.46,0.48,0.38,0.22,0.5,0.0,0.39,0.45,Positive
1107,PLSC_YEAST,0.8,0.69,0.53,0.33,0.5,0.0,0.51,0.22,Positive
1108,SLN1_YEAST,0.52,0.65,0.36,0.37,0.5,0.0,0.52,0.34,Positive
1109,SLU7_YEAST,0.19,0.16,0.68,0.36,0.5,0.0,0.49,0.21,Positive
1111,SLY4_YEAST,0.4,0.43,0.36,0.33,0.5,0.0,0.51,0.22,Positive
1112,SMC1_YEAST,0.47,0.56,0.51,0.2,0.5,0.0,0.52,0.59,Positive
1113,SMC2_YEAST,0.4,0.75,0.44,0.12,0.5,0.0,0.49,0.22,Positive
1114,SMD1_YEAST,0.48,0.55,0.58,0.18,0.5,0.0,0.38,0.69,Positive
1119,SNC1_YEAST,0.27,0.41,0.24,0.2,0.5,0.0,0.49,0.22,Positive
1120,SNC2_YEAST,0.25,0.35,0.22,0.18,0.5,0.0,0.46,0.22,Positive
1122,SNF2_YEAST,0.33,0.47,0.55,0.24,0.5,0.0,0.45,0.67,Positive
1123,SNF3_YEAST,0.37,0.4,0.38,0.18,0.5,0.0,0.51,0.22,Positive
1125,SNF5_YEAST,0.66,0.43,0.57,0.6,0.5,0.0,0.19,0.33,Positive
1126,SNF6_YEAST,0.55,0.4,0.62,0.22,0.5,0.0,0.37,0.28,Positive
1127,RU17_YEAST,0.33,0.46,0.6,0.18,0.5,0.0,0.51,0.26,Positive
1128,SNP2_YEAST,0.51,0.5,0.54,0.11,0.5,0.0,0.6,0.22,Positive
1129,YBC6_YEAST,0.54,0.6,0.57,0.17,0.5,0.0,0.44,0.22,Positive
1130,SNQ2_YEAST,0.45,0.57,0.38,0.28,0.5,0.0,0.53,0.31,Positive
1133,SOF1_YEAST,0.36,0.32,0.55,0.27,0.5,0.0,0.47,0.43,Positive
1134,SOK1_YEAST,0.46,0.41,0.45,0.23,0.5,0.0,0.48,0.22,Positive
1135,SON1_YEAST,0.4,0.39,0.6,0.23,0.5,0.0,0.52,0.31,Positive
1139,SPB4_YEAST,0.57,0.55,0.51,0.18,0.5,0.0,0.51,0.43,Positive
1140,SPK1_YEAST,0.44,0.43,0.46,0.28,0.5,0.0,0.45,0.29,Positive
1141,SP11_YEAST,0.46,0.5,0.5,0.28,0.5,0.0,0.5,0.37,Positive
1144,SX18_YEAST,0.38,0.58,0.46,0.21,0.5,0.0,0.52,0.22,Positive
1145,SX19_YEAST,0.32,0.68,0.51,0.16,0.5,0.83,0.55,0.22,Positive
1146,SP10_YEAST,0.27,0.46,0.52,0.17,0.5,0.0,0.49,0.44,Positive
1147,SP14_YEAST,0.52,0.45,0.45,0.13,0.5,0.0,0.48,0.22,Positive
1148,TF2D_YEAST,0.37,0.29,0.45,0.15,0.5,0.0,0.49,0.22,Positive
1149,SPT2_YEAST,0.37,0.48,0.67,0.37,0.5,0.0,0.56,0.62,Positive
1150,SP21_YEAST,0.44,0.59,0.54,0.18,0.5,0.0,0.49,0.22,Positive
1151,SP23_YEAST,0.48,0.65,0.36,0.24,0.5,0.0,0.54,0.31,Positive
1152,SPT3_YEAST,0.59,0.49,0.45,0.22,0.5,0.0,0.45,0.31,Positive
1153,SPT4_YEAST,0.73,0.52,0.59,0.25,0.5,0.0,0.51,0.22,Positive
1154,SPT5_YEAST,0.5,0.43,0.5,0.17,0.5,0.0,0.46,0.47,Positive
1155,SPT6_YEAST,0.23,0.13,0.51,0.16,0.5,0.0,0.53,0.51,Positive
1156,SPT7_YEAST,0.49,0.6,0.54,0.35,0.5,0.0,0.53,0.46,Positive
1157,SPT8_YEAST,0.52,0.31,0.56,0.16,0.5,0.0,0.55,0.22,Positive
1158,SRB2_YEAST,0.49,0.48,0.51,0.21,0.5,0.0,0.53,0.22,Positive
1159,SRB4_YEAST,0.49,0.6,0.42,0.18,0.5,0.0,0.58,0.28,Positive
1160,SRB5_YEAST,0.6,0.62,0.54,0.11,0.5,0.0,0.51,0.22,Positive
1161,SRB6_YEAST,0.55,0.47,0.53,0.2,0.5,0.0,0.4,0.22,Positive
1162,SCA1_YEAST,0.47,0.32,0.51,0.24,0.5,0.0,0.54,0.27,Positive
1163,SRD1_YEAST,0.53,0.25,0.59,0.27,0.5,0.0,0.45,0.26,Positive
1164,RCC_YEAST,0.31,0.5,0.54,0.32,0.5,0.0,0.53,0.31,Positive
1165,SRPI_YEAST,0.25,0.33,0.48,0.18,0.5,0.0,0.42,0.33,Positive
1166,SRPR_YEAST,0.55,0.46,0.47,0.15,0.5,0.0,0.47,0.22,Positive
1178,SSB1_YEAST,0.44,0.39,0.63,0.11,0.5,0.0,0.49,0.26,Positive
1181,RA25_YEAST,0.38,0.42,0.47,0.12,0.5,0.0,0.47,0.53,Positive
1182,SSN6_YEAST,0.19,0.66,0.6,0.14,0.5,0.0,0.2,0.25,Positive
1183,SSO1_YEAST,0.41,0.42,0.23,0.16,0.5,0.0,0.4,0.22,Positive
1184,SSO2_YEAST,0.25,0.42,0.21,0.14,0.5,0.0,0.41,0.22,Positive
1186,S61G_YEAST,0.49,0.31,0.43,0.24,0.5,0.0,0.54,0.22,Positive
1187,SST2_YEAST,0.46,0.41,0.43,0.18,0.5,0.0,0.54,0.22,Positive
1189,ST12_YEAST,0.38,0.51,0.56,0.21,0.5,0.0,0.48,0.31,Positive
1190,DAP1_YEAST,0.32,0.36,0.28,0.38,0.5,0.0,0.5,0.4,Positive
1191,ST14_YEAST,0.4,0.65,0.38,0.17,0.5,0.0,0.57,0.22,Positive
1193,STE2_YEAST,0.49,0.55,0.41,0.19,0.5,0.0,0.48,0.31,Positive
1197,STE5_YEAST,0.45,0.57,0.52,0.21,0.5,0.0,0.54,0.38,Positive
1198,STE6_YEAST,0.46,0.61,0.38,0.35,0.5,0.0,0.49,0.22,Positive
1201,STH1_YEAST,0.66,0.65,0.53,0.17,0.5,0.0,0.47,0.66,Positive
1202,STL1_YEAST,0.36,0.5,0.39,0.23,0.5,0.0,0.5,0.22,Positive
1203,STP1_YEAST,0.48,0.54,0.56,0.29,0.5,0.0,0.51,0.43,Positive
1205,STV1_YEAST,0.58,0.43,0.32,0.11,0.5,0.0,0.49,0.22,negative
1206,TF2B_YEAST,0.58,0.64,0.42,0.3,0.5,0.0,0.54,0.22,Positive
1210,SUG1_YEAST,0.58,0.37,0.58,0.16,0.5,0.0,0.51,0.22,Positive
1214,SUL1_YEAST,0.43,0.28,0.41,0.32,0.5,0.0,0.52,0.22,Positive
1220,ADR6_YEAST,0.48,0.17,0.37,0.33,0.5,0.0,0.44,0.36,Positive
1221,SWI3_YEAST,0.47,0.47,0.5,0.19,0.5,0.0,0.51,0.26,Positive
1222,SWI4_YEAST,0.55,0.38,0.52,0.16,0.5,0.0,0.49,0.64,Positive
1223,SWI5_YEAST,0.41,0.39,0.61,0.17,0.5,0.0,0.5,0.61,Positive
1224,SWI6_YEAST,0.41,0.56,0.53,0.16,0.5,0.0,0.55,0.26,Positive
1226,SYG1_YEAST,0.31,0.51,0.38,0.18,0.5,0.0,0.46,0.31,Positive
1228,VAL1_YEAST,0.31,0.4,0.31,0.17,0.5,0.0,0.52,0.22,Positive
1229,TBF1_YEAST,0.44,0.65,0.49,0.16,0.5,0.0,0.48,0.31,Positive
1240,TF3B_YEAST,0.49,0.51,0.52,0.13,0.5,0.0,0.51,0.33,Positive
1241,TEC1_YEAST,0.45,0.4,0.56,0.15,0.5,0.0,0.52,0.22,Positive
1246,T2EA_YEAST,0.55,0.79,0.45,0.25,0.5,0.0,0.51,0.22,Positive
1247,YK42_YEAST,0.58,0.51,0.63,0.2,0.5,0.0,0.5,0.42,Positive
1248,TFB1_YEAST,0.63,0.58,0.57,0.1,0.5,0.0,0.52,0.33,Positive
1249,TFC1_YEAST,0.54,0.67,0.56,0.15,0.5,0.0,0.57,0.33,Positive
1250,TF3A_YEAST,0.41,0.59,0.65,0.14,0.5,0.0,0.49,0.33,Positive
1251,TFC3_YEAST,0.47,0.38,0.5,0.15,0.5,0.0,0.49,0.47,Positive
1252,TFC4_YEAST,0.33,0.17,0.52,0.13,0.5,0.0,0.51,0.75,Positive
1271,TYSY_YEAST,0.47,0.46,0.53,0.12,0.5,0.0,0.51,0.25,Positive
1272,TOA1_YEAST,0.57,0.29,0.63,0.22,0.5,0.0,0.49,0.27,Positive
1273,TOA2_YEAST,0.52,0.49,0.59,0.21,0.5,0.0,0.47,0.22,Positive
1274,TOP1_YEAST,0.41,0.42,0.53,0.17,0.5,0.0,0.48,0.58,Positive
