,one,two,three,four,five,six,seven,eight,nine,label
997,RLA1_YEAST,0.66,0.6,0.52,0.19,0.5,0.0,0.69,0.22,positive
998,RLA2_YEAST,0.69,0.54,0.55,0.23,0.5,0.0,0.73,0.22,positive
999,RLA3_YEAST,0.73,0.6,0.47,0.2,0.5,0.0,0.72,0.22,positive
1000,RLA4_YEAST,0.78,0.82,0.56,0.21,0.5,0.0,0.69,0.22,positive
1005,RS6_YEAST,0.46,0.33,0.45,0.22,0.5,0.0,0.41,0.37,positive
1006,R19A_YEAST,0.52,0.43,0.61,0.22,0.5,0.0,0.45,0.22,positive
1007,R19B_YEAST,0.52,0.43,0.61,0.22,0.5,0.0,0.45,0.22,positive
1008,RS41_YEAST,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,positive
1009,RS41_YEAST,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,positive
1010,RS15_YEAST,0.48,0.41,0.52,0.33,0.5,0.0,0.51,0.26,positive
1011,RS22_YEAST,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,positive
1012,RS22_YEAST,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,positive
1013,RS21_YEAST,0.42,0.5,0.64,0.13,0.5,0.0,0.49,0.22,positive
1014,R26A_YEAST,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,positive
1015,R26B_YEAST,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,positive
1016,R271_YEAST,0.39,0.65,0.57,0.19,0.5,0.0,0.44,0.25,positive
1017,R272_YEAST,0.39,0.65,0.57,0.19,0.5,0.0,0.43,0.25,positive
1018,RS28_YEAST,0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,positive
1019,RS28_YEAST,0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,positive
1020,RS3_YEAST,0.51,0.52,0.58,0.17,0.5,0.0,0.47,0.28,positive
1021,RS31_YEAST,0.57,0.48,0.54,0.22,0.5,0.0,0.5,0.11,positive
1022,RS33_YEAST,0.5,0.5,0.62,0.23,0.5,0.0,0.35,0.11,positive
1023,RS37_YEAST,0.41,0.49,0.65,0.28,0.5,0.0,0.59,0.57,positive
1024,RS4E_YEAST,0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22,positive
1025,RS4E_YEAST,0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22,positive
1026,RS8_YEAST,0.37,0.3,0.62,0.43,0.5,0.0,0.44,0.39,positive
1027,RS8_YEAST,0.37,0.3,0.62,0.43,0.5,0.0,0.44,0.39,positive
1031,R161_YEAST,0.49,0.4,0.58,0.23,0.5,0.0,0.47,0.27,positive
1032,R167_YEAST,0.37,0.37,0.51,0.38,0.5,0.0,0.44,0.22,positive
1034,FIMB_YEAST,0.51,0.4,0.5,0.28,0.5,0.0,0.48,0.27,positive
1035,SAC7_YEAST,0.34,0.25,0.55,0.28,0.5,0.0,0.51,0.49,positive
1037,SAR1_YEAST,0.59,0.54,0.53,0.14,0.5,0.0,0.48,0.22,positive
1038,SC25_YEAST,0.5,0.48,0.48,0.23,0.5,0.0,0.53,0.68,positive
1040,PRCI_YEAST,0.56,0.42,0.52,0.14,0.5,0.0,0.51,0.22,positive
1048,SDHL_YEAST,0.46,0.42,0.51,0.16,0.5,0.0,0.56,0.22,positive
1049,SEC1_YEAST,0.6,0.51,0.49,0.18,0.5,0.0,0.53,0.38,positive
1052,SC13_YEAST,0.49,0.38,0.56,0.09,0.5,0.0,0.46,0.22,positive
1053,SC14_YEAST,0.38,0.4,0.53,0.12,0.5,0.0,0.55,0.22,positive
1054,SC15_YEAST,0.55,0.55,0.52,0.13,0.5,0.0,0.53,0.25,positive
1055,SC17_YEAST,0.46,0.44,0.58,0.17,0.5,0.0,0.55,0.22,positive
1056,SC18_YEAST,0.34,0.46,0.52,0.19,0.5,0.0,0.53,0.26,positive
1057,SEC2_YEAST,0.58,0.56,0.46,0.14,0.5,0.0,0.51,0.22,positive
1059,SC21_YEAST,0.44,0.71,0.5,0.21,0.5,0.0,0.54,0.27,positive
1061,SC23_YEAST,0.41,0.49,0.47,0.09,0.5,0.0,0.49,0.22,positive
1062,SEC4_YEAST,0.44,0.51,0.53,0.3,0.5,0.0,0.53,0.22,positive
1063,PMM_YEAST,0.54,0.51,0.56,0.15,0.5,0.0,0.54,0.31,positive
1065,SEC6_YEAST,0.46,0.38,0.51,0.2,0.5,0.0,0.51,0.22,positive
1069,SC65_YEAST,0.41,0.4,0.56,0.17,0.5,0.0,0.56,0.22,positive
1072,SC72_YEAST,0.59,0.55,0.57,0.18,0.5,0.0,0.51,0.22,positive
1073,SEC8_YEAST,0.48,0.51,0.5,0.24,0.5,0.0,0.54,0.38,positive
1074,SEC9_YEAST,0.39,0.3,0.63,0.2,0.5,0.0,0.43,0.47,positive
1081,SYSC_YEAST,0.3,0.33,0.55,0.12,0.5,0.0,0.53,0.38,positive
1088,GLYC_YEAST,0.53,0.49,0.47,0.21,0.5,0.0,0.53,0.22,positive
1090,SIC1_YEAST,0.42,0.43,0.67,0.7,0.5,0.0,0.42,0.25,positive
1099,SIS1_YEAST,0.56,0.55,0.57,0.15,0.5,0.0,0.54,0.25,positive
1105,SLA1_YEAST,0.37,0.55,0.52,0.13,0.5,0.0,0.42,0.8,positive
1110,SLY1_YEAST,0.64,0.31,0.53,0.15,0.5,0.0,0.53,0.31,positive
1117,SMY1_YEAST,0.54,0.5,0.51,0.26,0.5,0.0,0.52,0.22,positive
1118,SMY2_YEAST,0.6,0.64,0.56,0.36,0.5,0.0,0.46,0.27,positive
1121,SNF1_YEAST,0.39,0.45,0.51,0.29,0.5,0.0,0.54,0.22,positive
1124,SNF4_YEAST,0.43,0.47,0.47,0.18,0.5,0.0,0.47,0.22,positive
1131,SODC_YEAST,0.55,0.57,0.51,0.07,0.5,0.0,0.55,0.22,positive
1136,RL35_YEAST,0.52,0.47,0.58,0.18,0.5,0.0,0.34,0.11,positive
1137,RL35_YEAST,0.52,0.47,0.58,0.18,0.5,0.0,0.34,0.11,positive
1138,SPA2_YEAST,0.5,0.45,0.51,0.19,0.5,0.0,0.53,0.25,positive
1145,SX19_YEAST,0.32,0.68,0.51,0.16,0.5,0.83,0.55,0.22,negative
1167,SR14_YEAST,0.61,0.5,0.61,0.21,0.5,0.0,0.55,0.54,positive
1168,SR54_YEAST,0.5,0.52,0.51,0.22,0.5,0.0,0.46,0.37,positive
1169,SR68_YEAST,0.62,0.33,0.49,0.24,0.5,0.0,0.51,0.42,positive
1170,SR72_YEAST,0.56,0.52,0.46,0.17,0.5,0.0,0.49,0.73,positive
1171,CAP_YEAST,0.52,0.56,0.55,0.16,0.5,0.0,0.53,0.39,positive
1172,HS71_YEAST,0.53,0.48,0.51,0.18,0.5,0.0,0.52,0.27,positive
1173,HS72_YEAST,0.51,0.48,0.51,0.19,0.5,0.0,0.51,0.27,positive
1174,HS73_YEAST,0.51,0.48,0.51,0.26,0.5,0.0,0.51,0.27,positive
1175,HS74_YEAST,0.53,0.48,0.51,0.18,0.5,0.0,0.51,0.27,positive
1176,HS75_YEAST,0.6,0.46,0.51,0.1,0.5,0.0,0.48,0.31,positive
1177,HS76_YEAST,0.6,0.46,0.51,0.1,0.5,0.0,0.48,0.31,positive
1180,SSD1_YEAST,0.45,0.45,0.51,0.3,0.5,0.0,0.48,0.44,positive
1192,GBG_YEAST,0.36,0.37,0.63,0.25,0.5,0.0,0.3,0.22,positive
1194,ST20_YEAST,0.3,0.45,0.55,0.19,0.5,0.0,0.53,0.4,positive
1196,GBB_YEAST,0.44,0.4,0.53,0.19,0.5,0.0,0.48,0.27,positive
1204,STU1_YEAST,0.33,0.37,0.49,0.22,0.5,0.0,0.55,0.22,positive
1211,SUI1_YEAST,0.39,0.39,0.65,0.16,0.5,0.0,0.45,0.22,positive
1212,IF2A_YEAST,0.51,0.59,0.55,0.21,0.5,0.0,0.52,0.22,positive
1213,IF2B_YEAST,0.41,0.35,0.6,0.22,0.5,0.0,0.56,0.79,positive
1215,SUP1_YEAST,0.41,0.49,0.55,0.13,0.5,0.0,0.55,0.22,positive
1216,SUP2_YEAST,0.23,0.29,0.46,0.0,0.5,0.0,0.43,0.31,positive
1217,RS4_YEAST,0.25,0.48,0.45,0.32,0.5,0.0,0.4,0.22,positive
1218,RS11_YEAST,0.38,0.34,0.55,0.44,0.5,0.0,0.48,0.26,positive
1227,TAL1_YEAST,0.63,0.64,0.49,0.2,0.5,0.0,0.52,0.25,positive
1230,RL3_YEAST,0.48,0.44,0.46,0.37,0.5,0.0,0.46,0.36,positive
1231,TCPA_YEAST,0.5,0.49,0.46,0.22,0.5,0.0,0.53,0.25,positive
1232,TCPE_YEAST,0.62,0.42,0.47,0.16,0.5,0.0,0.52,0.22,positive
1233,TCPB_YEAST,0.5,0.45,0.52,0.18,0.5,0.0,0.52,0.22,positive
1234,TCPG_YEAST,0.59,0.51,0.47,0.21,0.5,0.0,0.47,0.22,positive
1235,TCPD_YEAST,0.39,0.47,0.49,0.2,0.5,0.0,0.53,0.26,positive
1236,TCPZ_YEAST,0.49,0.48,0.52,0.24,0.5,0.0,0.5,0.22,positive
1237,G3P1_YEAST,0.59,0.48,0.49,0.42,0.5,0.0,0.52,0.22,positive
1238,G3P2_YEAST,0.57,0.35,0.5,0.43,0.5,0.0,0.53,0.22,positive
1239,G3P3_YEAST,0.61,0.52,0.5,0.44,0.5,0.0,0.53,0.22,positive
1242,EF1A_YEAST,0.63,0.43,0.48,0.11,0.5,0.0,0.51,0.22,positive
1243,EF1A_YEAST,0.63,0.43,0.48,0.11,0.5,0.0,0.51,0.22,positive
1244,EF1G_YEAST,0.52,0.45,0.53,0.34,0.5,0.0,0.52,0.44,positive
1245,EF1H_YEAST,0.54,0.48,0.55,0.33,0.5,0.0,0.55,0.4,positive
1253,DKA1_YEAST,0.42,0.5,0.59,0.17,0.5,0.0,0.51,0.22,positive
1254,THRC_YEAST,0.54,0.55,0.55,0.4,0.5,0.0,0.53,0.22,positive
1255,SYTC_YEAST,0.31,0.31,0.57,0.15,0.5,0.0,0.5,0.22,positive
1256,IF4A_YEAST,0.38,0.42,0.5,0.19,0.5,0.0,0.44,0.22,positive
1257,IF1A_YEAST,0.33,0.36,0.62,0.26,0.5,0.0,0.55,0.22,positive
1258,IF4A_YEAST,0.38,0.42,0.5,0.19,0.5,0.0,0.44,0.22,positive
1259,TIF3_YEAST,0.47,0.56,0.58,0.19,0.5,0.0,0.44,0.64,positive
1260,IF41_YEAST,0.32,0.32,0.52,0.18,0.5,0.0,0.48,0.34,positive
1261,IF42_YEAST,0.28,0.27,0.5,0.14,0.5,0.0,0.5,0.28,positive
1262,IF5_YEAST,0.41,0.46,0.57,0.25,0.5,0.0,0.57,0.38,positive
1263,IF52_YEAST,0.44,0.54,0.51,0.16,0.5,0.0,0.58,0.22,positive
1264,IF51_YEAST,0.44,0.55,0.51,0.16,0.5,0.0,0.6,0.22,positive
1266,TP20_YEAST,0.4,0.56,0.53,0.15,0.5,0.0,0.49,0.22,positive
1269,TKT1_YEAST,0.58,0.55,0.51,0.13,0.5,0.0,0.52,0.22,positive
1270,TKT2_YEAST,0.55,0.69,0.51,0.12,0.5,0.0,0.51,0.22,positive
1278,TPIS_YEAST,0.44,0.49,0.49,0.27,0.5,0.0,0.52,0.22,positive
1279,KAPA_YEAST,0.25,0.26,0.53,0.17,0.5,0.0,0.45,0.22,positive
1280,KAPB_YEAST,0.49,0.46,0.54,0.18,0.5,0.0,0.35,0.22,positive
1281,KAPC_YEAST,0.42,0.37,0.54,0.17,0.5,0.0,0.51,0.22,positive
1282,TPM1_YEAST,0.42,0.45,0.75,0.21,0.5,0.0,0.48,0.22,positive
1283,TPM2_YEAST,0.39,0.45,0.75,0.17,0.5,0.0,0.51,0.22,positive
1284,TPS1_YEAST,0.63,0.54,0.53,0.27,0.5,0.0,0.49,0.22,positive
1285,TPS2_YEAST,0.54,0.43,0.48,0.27,0.5,0.0,0.44,0.41,positive
1286,TPS3_YEAST,0.4,0.44,0.5,0.13,0.5,0.0,0.52,0.39,positive
1291,TRPF_YEAST,0.62,0.6,0.54,0.22,0.5,0.0,0.54,0.27,positive
1292,TRPE_YEAST,0.33,0.46,0.53,0.12,0.5,0.0,0.5,0.27,positive
1293,TRPG_YEAST,0.57,0.36,0.51,0.25,0.5,0.0,0.54,0.25,positive
1294,TRPD_YEAST,0.45,0.76,0.51,0.25,0.5,0.0,0.59,0.22,positive
1295,TRP_YEAST,0.48,0.44,0.51,0.24,0.5,0.0,0.49,0.22,positive
1296,TSA_YEAST,0.59,0.64,0.44,0.26,0.5,0.0,0.5,0.22,positive
1297,TSL1_YEAST,0.79,0.56,0.53,0.19,0.5,0.0,0.47,0.35,positive
1300,GLRX_YEAST,0.52,0.5,0.6,0.2,0.5,0.0,0.52,0.22,positive
1301,TBA1_YEAST,0.59,0.46,0.57,0.17,0.5,0.0,0.52,0.22,positive
1302,TBB_YEAST,0.53,0.42,0.53,0.19,0.5,0.0,0.47,0.22,positive
1303,TBA3_YEAST,0.59,0.46,0.55,0.17,0.5,0.0,0.52,0.25,positive
1307,TYR1_YEAST,0.66,0.54,0.53,0.17,0.5,0.0,0.54,0.22,positive
1308,UBA1_YEAST,0.52,0.51,0.48,0.12,0.5,0.0,0.54,0.31,positive
1309,UBC1_YEAST,0.56,0.46,0.51,0.25,0.5,0.0,0.54,0.22,positive
1310,UBC4_YEAST,0.47,0.46,0.49,0.27,0.5,0.0,0.59,0.22,positive
1311,UBC5_YEAST,0.5,0.46,0.49,0.27,0.5,0.0,0.6,0.22,positive
1313,UBC7_YEAST,0.5,0.44,0.57,0.28,0.5,0.0,0.57,0.22,positive
1314,UBIQ_YEAST,0.46,0.47,0.62,0.3,0.5,0.0,0.38,0.22,positive
1315,UBP1_YEAST,0.59,0.7,0.46,0.19,0.5,0.0,0.54,0.44,positive
1316,UBP2_YEAST,0.19,0.41,0.55,0.13,0.5,0.0,0.52,0.25,positive
1317,UBP3_YEAST,0.27,0.43,0.5,0.13,0.5,0.0,0.54,0.31,positive
1318,UBR1_YEAST,0.42,0.46,0.44,0.17,0.5,0.0,0.51,0.42,positive
1324,PYRD_YEAST,0.48,0.39,0.56,0.23,0.5,0.0,0.6,0.22,positive
1326,UMPK_YEAST,0.47,0.59,0.56,0.09,0.5,0.0,0.5,0.22,positive
1327,RL21_YEAST,0.4,0.28,0.58,0.44,0.5,0.0,0.41,0.22,positive
1328,RSU2_YEAST,0.54,0.35,0.55,0.19,0.5,0.0,0.3,0.22,positive
1333,SYV_YEAST,0.51,0.49,0.48,0.55,0.5,0.0,0.52,0.58,positive
1345,VPS1_YEAST,0.5,0.55,0.52,0.16,0.5,0.0,0.51,0.31,positive
1346,VP15_YEAST,0.65,0.63,0.47,0.22,0.5,0.0,0.52,0.27,positive
1347,VP16_YEAST,0.41,0.48,0.51,0.2,0.5,0.0,0.51,0.22,positive
1348,VP17_YEAST,0.25,0.4,0.54,0.16,0.5,0.0,0.43,0.22,positive
1349,YP51_YEAST,0.63,0.56,0.52,0.21,0.5,0.0,0.5,0.22,positive
1350,SLP1_YEAST,0.56,0.68,0.42,0.36,0.5,0.0,0.49,0.22,positive
1352,VP45_YEAST,0.46,0.52,0.51,0.13,0.5,0.0,0.47,0.22,positive
1353,VRP1_YEAST,0.5,0.4,0.57,0.17,0.5,0.0,0.59,0.22,positive
1367,AP17_YEAST,0.53,0.52,0.49,0.27,0.5,0.0,0.51,0.22,positive
1368,AP19_YEAST,0.5,0.47,0.56,0.31,0.5,0.0,0.56,0.26,positive
1378,RL3P_YEAST,0.24,0.25,0.57,0.28,0.5,0.0,0.51,0.11,positive
1388,YB54_YEAST,0.4,0.4,0.43,0.19,0.5,0.83,0.48,0.22,negative
1389,YB72_YEAST,0.57,0.52,0.46,0.2,0.5,0.83,0.52,0.41,negative
1396,YCK2_YEAST,0.59,0.48,0.49,0.49,0.5,0.0,0.36,0.32,positive
1414,MAS5_YEAST,0.64,0.44,0.56,0.15,0.5,0.0,0.56,0.22,positive
1415,EF3_YEAST,0.48,0.58,0.47,0.17,0.5,0.0,0.53,0.74,positive
1442,YHY0_YEAST,0.82,0.63,0.47,0.18,0.5,0.0,0.5,0.22,negative
1446,YIF2_YEAST,0.47,0.5,0.6,0.63,0.5,0.0,0.38,0.16,positive
1457,TCTP_YEAST,0.47,0.38,0.58,0.19,0.5,0.0,0.57,0.22,positive
1459,YKM9_YEAST,0.41,0.45,0.46,0.23,0.5,0.0,0.5,0.7,positive
1461,YKS8_YEAST,0.74,0.75,0.45,0.44,0.5,0.0,0.52,0.22,negative
1467,RL13_YEAST,0.38,0.48,0.57,0.3,0.5,0.0,0.41,0.11,positive
1473,YPT1_YEAST,0.6,0.61,0.54,0.11,0.5,0.0,0.46,0.22,positive
1474,YP52_YEAST,0.48,0.61,0.57,0.17,0.5,0.0,0.45,0.22,positive
1475,YP53_YEAST,0.71,0.5,0.5,0.18,0.5,0.0,0.46,0.22,positive
1476,YPT7_YEAST,0.61,0.48,0.54,0.25,0.5,0.0,0.5,0.22,positive
1477,R29A_YEAST,0.38,0.32,0.64,0.41,0.5,0.0,0.44,0.11,positive
1478,R29B_YEAST,0.38,0.4,0.66,0.35,0.5,0.0,0.43,0.11,positive
1483,G6PD_YEAST,0.65,0.54,0.54,0.13,0.5,0.0,0.53,0.22,positive
